phenotype,taxonomy rank level,NCBI taxon id,scientific name,super kingdom,Nr. runs in which the species/genus can be found,mean relative abundance,median relative abundance,SD of relative abundance
D015179,species,47678,Bacteroides caccae,Bacteria,1083,1.405222497,0.69949,2.814608055
D015179,species,39486,Dorea formicigenerans,Bacteria,1080,0.493541766,0.252525,0.777828218
D015179,species,39485,[Eubacterium] eligens,Bacteria,1062,1.132400683,0.44178,1.87630028
D015179,species,817,Bacteroides fragilis,Bacteria,1054,1.267314563,0.287939,3.160043745
D015179,species,371601,Bacteroides xylanisolvens,Bacteria,1047,0.91596811,0.171467,2.709797364
D015179,species,239935,Akkermansia muciniphila,Bacteria,975,4.56803842,0.68848,9.108473333
D015179,species,1304,Streptococcus salivarius,Bacteria,969,0.631102503,0.06656,1.769966749
D015179,species,246787,Bacteroides cellulosilyticus,Bacteria,956,1.016263646,0.163728,2.233043332
D015179,species,46506,Bacteroides stercoris,Bacteria,955,2.751596628,0.68321,5.01553382
D015179,species,216816,Bifidobacterium longum,Bacteria,942,1.50881121,0.5872,2.558891833
D015179,species,1535,[Clostridium] leptum,Bacteria,921,0.292644354,0.071347,0.883238296
D015179,species,166486,Roseburia intestinalis,Bacteria,921,1.147938683,0.0848,3.113027293
D015179,species,301301,Roseburia hominis,Bacteria,915,0.424277348,0.08682,1.013817603
D015179,species,39492,[Eubacterium] siraeum,Bacteria,901,1.761889687,0.47181,3.339081073
D015179,species,208479,[Clostridium] bolteae,Bacteria,880,0.556040259,0.0321016,2.105122829
D015179,species,33038,[Ruminococcus] gnavus,Bacteria,876,0.956138384,0.05623,4.053461722
D015179,species,214856,Alistipes finegoldii,Bacteria,862,0.338123327,0.09527085,0.658086195
D015179,species,204516,Bacteroides massiliensis,Bacteria,824,1.631530251,0.4001075,2.755114684
D015179,species,39490,Eubacterium ramulus,Bacteria,816,0.298824893,0.1183325,0.470328268
D015179,species,1512,[Clostridium] symbiosum,Bacteria,812,0.254798019,0.0582012,0.802115834
D015179,species,39496,Eubacterium ventriosum,Bacteria,790,0.38835526,0.1553775,0.722502228
D015179,species,218538,Dialister invisus,Bacteria,752,2.115540489,0.26362,3.912666033
D015179,species,35833,Bilophila wadsworthia,Bacteria,744,0.064175222,0.0307595,0.178835226
D015179,species,165179,Prevotella copri,Bacteria,743,7.335249047,0.26061,13.75006717
D015179,species,29466,Veillonella parvula,Bacteria,742,0.686570235,0.06497675,1.979204849
D015179,species,1308,Streptococcus thermophilus,Bacteria,739,0.357113133,0.077,0.740391859
D015179,species,1680,Bifidobacterium adolescentis,Bacteria,739,3.043342302,0.81911,5.600100765
D015179,species,28118,Odoribacter splanchnicus,Bacteria,709,0.68258083,0.42358,1.129536513
D015179,species,154046,Hungatella hathewayi,Bacteria,705,0.186417693,0.0198787,0.914284484
D015179,species,28111,Bacteroides eggerthii,Bacteria,701,1.940105807,0.0945805,5.245300147
D015179,species,46228,Ruminococcus lactaris,Bacteria,690,0.998619257,0.296865,1.523229339
D015179,species,291645,Bacteroides nordii,Bacteria,674,0.246556203,0.06031825,0.705344498
D015179,species,28037,Streptococcus mitis,Bacteria,672,0.296720772,0.0247391,1.074050748
D015179,species,116085,Coprococcus catus,Bacteria,656,0.344885945,0.24466,0.378111999
D015179,species,487174,Barnesiella intestinihominis,Bacteria,623,1.604631043,0.96865,1.728088711
D015179,species,329854,Bacteroides intestinalis,Bacteria,618,0.348803341,0.0497,0.743945704
D015179,species,169435,Anaerotruncus colihominis,Bacteria,610,0.203728075,0.0363118,0.571484862
D015179,species,310298,Bacteroides coprocola,Bacteria,609,4.117813416,0.609018,7.995133493
D015179,species,658087,Lachnospiraceae bacterium 7_1_58FAA,Bacteria,608,0.067952796,0.031115,0.114421935
D015179,species,40519,Ruminococcus callidus,Bacteria,606,0.340272795,0.061673,0.695326746
D015179,species,729,Haemophilus parainfluenzae,Bacteria,595,0.352344557,0.03425,1.474165893
D015179,species,665950,Lachnospiraceae bacterium 3_1_46FAA,Bacteria,576,0.222035677,0.112935,0.273656019
D015179,species,1343,Streptococcus vestibularis,Bacteria,567,0.141742293,0.0267335,0.426135426
D015179,species,851,Fusobacterium nucleatum,Bacteria,566,0.49577863,0.0258,1.840367652
D015179,species,487175,Parasutterella excrementihominis,Bacteria,549,0.367561229,0.03578,1.076203582
D015179,species,61171,Holdemania filiformis,Bacteria,548,0.062391164,0.02629175,0.129462864
D015179,species,39777,Veillonella atypica,Bacteria,543,0.41128799,0.035137,1.820660185
D015179,species,358743,[Clostridium] citroniae,Bacteria,542,0.122869622,0.01608585,1.070265621
D015179,species,84112,Eggerthella lenta,Bacteria,525,0.053094521,0.012392,0.152404928
D015179,species,39778,Veillonella dispar,Bacteria,521,0.425792415,0.02837,1.358855725
D015179,species,328812,Parabacteroides goldsteinii,Bacteria,516,0.217269968,0.03519095,0.503594298
D015179,species,454154,Paraprevotella clara,Bacteria,516,0.644528665,0.1298025,1.476041581
D015179,species,658089,Lachnospiraceae bacterium 5_1_63FAA,Bacteria,514,0.214301868,0.048135,0.683170319
D015179,species,310297,Bacteroides plebeius,Bacteria,511,0.838600028,0.169044,1.500763881
D015179,species,28026,Bifidobacterium pseudocatenulatum,Bacteria,509,0.529277219,0.087181,1.360257142
D015179,species,387661,Parabacteroides johnsonii,Bacteria,494,0.32931103,0.0404137,0.744796031
D015179,species,291644,Bacteroides salyersiae,Bacteria,492,0.686191495,0.1050785,1.794407507
D015179,species,2173,Methanobrevibacter smithii,Archaea,489,2.838088368,0.57811,5.830098099
D015179,species,1318,Streptococcus parasanguinis,Bacteria,488,0.420652126,0.084555,1.014313553
D015179,species,1735,Holdemanella biformis,Bacteria,483,0.837000684,0.18413,1.443802692
D015179,species,46124,Granulicatella adiacens,Bacteria,483,0.107128003,0.00933998,0.502927358
D015179,species,1297750,Bacteroides luti,Bacteria,466,1.352037098,0.691834,2.228684231
D015179,species,649756,Anaerostipes hadrus,Bacteria,464,0.274154224,0.05528,0.573121462
D015179,species,69825,[Clostridium] indolis,Bacteria,453,0.305618198,0.0923564,0.832816948
D015179,species,351091,Oscillibacter valericigenes,Bacteria,447,0.940560284,0.397844,1.503787028
D015179,species,261299,Intestinibacter bartlettii,Bacteria,439,0.136841302,0.02992,0.38073253
D015179,species,876,Desulfovibrio desulfuricans,Bacteria,438,0.136211141,0.016105,0.481907624
D015179,species,658081,Lachnospiraceae bacterium 1_1_57FAA,Bacteria,431,1.29558761,0.27795,4.298364802
D015179,species,446660,Adlercreutzia equolifaciens,Bacteria,427,0.169276365,0.06015,0.506939697
D015179,species,84030,[Clostridium] saccharolyticum,Bacteria,426,0.25860022,0.0429158,1.286949782
D015179,species,626932,Alistipes indistinctus,Bacteria,420,0.225725422,0.10571,0.327130092
D015179,species,1303,Streptococcus oralis,Bacteria,418,0.164273069,0.02635135,0.395070901
D015179,species,187327,Acidaminococcus intestini,Bacteria,415,0.434231401,0.01688,1.851226051
D015179,species,36847,[Clostridium] neopropionicum,Bacteria,405,0.257520433,0.0652789,0.679405275
D015179,species,52226,Mitsuokella multacida,Bacteria,402,0.401051109,0.0239548,1.032133803
D015179,species,39484,Eubacterium desmolans,Bacteria,398,0.157270316,0.03963885,0.302380643
D015179,species,1465754,Alistipes timonensis,Bacteria,398,0.230698006,0.05489355,0.533454013
D015179,species,573,Klebsiella pneumoniae,Bacteria,394,0.403682701,0.01773955,1.754530781
D015179,species,28446,[Clostridium] propionicum,Bacteria,391,0.154951968,0.0425178,0.417146764
D015179,species,53443,Blautia hydrogenotrophica,Bacteria,391,0.058448989,0.0112943,0.158515677
D015179,species,102148,Solobacterium moorei,Bacteria,390,0.18857505,0.015955,0.483114797
D015179,species,471189,Gordonibacter pamelaeae,Bacteria,389,0.033450828,0.01086,0.063372493
D015179,species,397865,Barnesiella viscericola,Bacteria,387,0.454856032,0.0273183,0.957518029
D015179,species,1515,Ruminiclostridium thermocellum,Bacteria,386,0.251789389,0.04822675,0.667245714
D015179,species,341694,Peptostreptococcus stomatis,Bacteria,383,0.494088522,0.06182,1.087156162
D015179,species,1547,Erysipelatoclostridium ramosum,Bacteria,380,0.214934093,0.01630185,0.891809294
D015179,species,1686,Bifidobacterium catenulatum,Bacteria,371,0.204181358,0.02703,0.467716598
D015179,species,84026,[Clostridium] methylpentosum,Bacteria,371,0.513281841,0.0397335,1.843195181
D015179,species,1288121,Alistipes senegalensis,Bacteria,371,0.062342345,0.0263,0.083583768
D015179,species,292800,Flavonifractor plautii,Bacteria,367,0.119029284,0.02935,0.369632601
D015179,species,106588,Pseudoflavonifractor capillosus,Bacteria,364,0.015839359,0.0082,0.023223255
D015179,species,1532,Blautia coccoides,Bacteria,362,0.051230807,0.0120169,0.138748228
D015179,species,180311,Hespellia stercorisuis,Bacteria,362,0.053202167,0.01894285,0.104574476
D015179,species,871324,Bacteroides stercorirosoris,Bacteria,360,0.032264251,0.01235645,0.111726999
D015179,species,1264,Ruminococcus albus,Bacteria,350,0.163960282,0.009187685,0.612685437
D015179,species,85831,Bacteroides acidifaciens,Bacteria,349,0.037045809,0.0181346,0.061012513
D015179,species,358742,[Clostridium] aldenense,Bacteria,348,0.09905144,0.01998525,0.385379238
D015179,species,33033,Parvimonas micra,Bacteria,346,0.354610902,0.0299466,1.696360761
D015179,species,89014,Blautia luti,Bacteria,346,0.024926825,0.01702525,0.029551724
D015179,species,1379,Gemella haemolysans,Bacteria,342,0.182882649,0.0067335,1.076319659
D015179,species,33031,Peptoniphilus lacrimalis,Bacteria,338,0.073749031,0.0123898,0.407122316
D015179,species,658086,Lachnospiraceae bacterium 3_1_57FAA_CT1,Bacteria,337,0.272612908,0.02566,1.354468928
D015179,species,29348,[Clostridium] spiroforme,Bacteria,332,0.118525594,0.0231655,0.304273058
D015179,species,301302,Roseburia faecis,Bacteria,331,0.249281869,0.0697115,0.490277139
D015179,species,29391,Gemella morbillorum,Bacteria,326,0.227898359,0.02528,0.491698609
D015179,species,623,Shigella flexneri,Bacteria,325,0.153245919,0.0329148,0.564790878
D015179,species,287,Pseudomonas aeruginosa,Bacteria,324,0.318039671,0.0186905,1.907010826
D015179,species,47246,[Clostridium] viride,Bacteria,324,0.074566598,0.0185415,0.147881263
D015179,species,158847,Megamonas hypermegale,Bacteria,323,1.276001589,0.0698133,2.958829689
D015179,species,1302,Streptococcus gordonii,Bacteria,320,0.041673878,0.013055,0.073386637
D015179,species,552398,Ruminococcaceae bacterium D16,Bacteria,320,0.202485656,0.043675,0.460441827
D015179,species,1502,Clostridium perfringens,Bacteria,313,0.423684979,0.0199315,1.666908844
D015179,species,387090,Bacteroides coprophilus,Bacteria,312,0.556090222,0.0152607,1.419833977
D015179,species,1660,Actinomyces odontolyticus,Bacteria,310,0.037454614,0.006385,0.157248908
D015179,species,1689,Bifidobacterium dentium,Bacteria,310,0.20582229,0.0185111,0.75845498
D015179,species,1559,Clostridium tertium,Bacteria,304,0.247900011,0.0117481,1.568929305
D015179,species,28123,Porphyromonas asaccharolytica,Bacteria,301,1.119919239,0.24245,2.936902922
D015179,species,1530,Clostridium carnis,Bacteria,300,0.201043234,0.08213575,0.27230803
D015179,species,1681,Bifidobacterium bifidum,Bacteria,296,1.485648342,0.188525,3.982369981
D015179,species,901,Desulfovibrio piger,Bacteria,295,0.579936093,0.1794,1.102458887
D015179,species,691816,Bacteroides rodentium,Bacteria,293,0.039408179,0.00750742,0.220022817
D015179,species,1099853,Coprobacter fastidiosus,Bacteria,288,0.223429792,0.07366,0.458073944
D015179,species,1328,Streptococcus anginosus,Bacteria,287,0.3024184,0.0283804,1.677731263
D015179,species,44749,Sporobacter termitidis,Bacteria,287,0.11481656,0.0167827,0.266815052
D015179,species,376804,Bacteroides barnesiae,Bacteria,287,0.640705754,0.0120613,3.325316609
D015179,species,674529,Bacteroides faecis,Bacteria,287,0.459424564,0.07854,0.874218346
D015179,species,31971,[Eubacterium] dolichum,Bacteria,286,0.05618955,0.0152753,0.124070861
D015179,species,1110546,Veillonella tobetsuensis,Bacteria,283,0.221259692,0.0310298,0.56187897
D015179,species,544645,Butyricimonas virosa,Bacteria,282,0.332259629,0.170253,0.456432639
D015179,species,457412,Ruminococcus sp. 5_1_39BFAA,Bacteria,279,2.695984516,1.70568,3.300259782
D015179,species,1358,Lactococcus lactis,Bacteria,278,0.190390555,0.03486,0.679104339
D015179,species,626937,Christensenella minuta,Bacteria,274,0.065625093,0.01971415,0.19672802
D015179,species,333367,[Clostridium] asparagiforme,Bacteria,273,0.107467179,0.02307,0.298619432
D015179,species,28901,Salmonella enterica,Bacteria,269,0.051552567,0.0104351,0.233909091
D015179,species,288965,[Clostridium] clariflavum,Bacteria,266,0.032107395,0.0102579,0.083571601
D015179,species,658082,Lachnospiraceae bacterium 2_1_58FAA,Bacteria,266,0.366030376,0.07695,0.806085872
D015179,species,40545,Sutterella wadsworthensis,Bacteria,265,1.093639849,0.43572,1.378578786
D015179,species,29363,Clostridium paraputrificum,Bacteria,264,0.140693585,0.008076425,0.971448755
D015179,species,633701,Prevotella saccharolytica,Bacteria,264,1.280063889,0.0124419,3.230593516
D015179,species,338188,Bacteroides finegoldii,Bacteria,263,0.786365663,0.22006,1.933604784
D015179,species,905,Acidaminococcus fermentans,Bacteria,262,0.606551672,0.02465595,1.447917478
D015179,species,36835,[Clostridium] colinum,Bacteria,262,0.128502708,0.0232634,0.3413086
D015179,species,1305,Streptococcus sanguinis,Bacteria,259,0.047692913,0.01361,0.084344869
D015179,species,856,Fusobacterium varium,Bacteria,258,0.587589157,0.01523005,2.623051801
D015179,species,28447,Clavibacter michiganensis,Bacteria,255,0.043561508,0.0150625,0.105739288
D015179,species,43675,Rothia mucilaginosa,Bacteria,255,0.085582296,0.00911,0.514025228
D015179,species,143393,[Eubacterium] sulci,Bacteria,252,0.0546292,0.01670405,0.122720828
D015179,species,308994,Dialister propionicifaciens,Bacteria,251,0.6906159,0.01723,1.684950062
D015179,species,658657,Erysipelotrichaceae bacterium 21_3,Bacteria,251,0.02555255,0.00795,0.086298472
D015179,species,907,Megasphaera elsdenii,Bacteria,248,0.202660367,0.0107113,0.685785744
D015179,species,1307,Streptococcus suis,Bacteria,248,0.055149659,0.008127555,0.227613087
D015179,species,1382,Atopobium parvulum,Bacteria,245,0.024181273,0.00508259,0.073974593
D015179,species,437898,Sutterella parvirubra,Bacteria,245,0.23415922,0.0369342,0.633722447
D015179,species,850,Fusobacterium mortiferum,Bacteria,243,0.690897073,0.0106729,2.18388037
D015179,species,45851,Butyrivibrio crossotus,Bacteria,242,3.60684549,0.0206037,8.829895967
D015179,species,457422,Erysipelotrichaceae bacterium 2_2_44A,Bacteria,239,0.05359318,0.00679,0.181535427
D015179,species,1352,Enterococcus faecium,Bacteria,238,0.918789238,0.0161888,4.434040387
D015179,species,457421,Clostridiales bacterium 1_7_47FAA,Bacteria,238,0.055860672,0.016925,0.100541154
D015179,species,35517,[Eubacterium] brachy,Bacteria,234,0.041485251,0.0105913,0.180660312
D015179,species,1161942,Ruminococcus champanellensis,Bacteria,234,0.1476588,0.01168365,0.398992322
D015179,species,113107,Streptococcus australis,Bacteria,233,0.064050987,0.02138,0.109001854
D015179,species,197614,Streptococcus pasteurianus,Bacteria,233,0.25211991,0.0120702,0.985723973
D015179,species,454155,Paraprevotella xylaniphila,Bacteria,231,0.152541076,0.01863,0.337804373
D015179,species,626940,Phascolarctobacterium succinatutens,Bacteria,229,2.262513493,1.79859,2.031490513
D015179,species,860,Fusobacterium periodonticum,Bacteria,228,0.102697256,0.00606879,0.493481325
D015179,species,1596,Lactobacillus gasseri,Bacteria,228,0.24472439,0.0193191,1.608468908
D015179,species,107580,Bacteroides sp. CIP103040,Bacteria,228,0.044685583,0.01145865,0.109530764
D015179,species,225324,Enhydrobacter aerosaccus,Bacteria,227,0.014170452,0.010068,0.017439509
D015179,species,665951,Lachnospiraceae bacterium 8_1_57FAA,Bacteria,225,0.786662622,0.37416,1.012147499
D015179,species,1322,Blautia hansenii,Bacteria,222,0.022737466,0.00853445,0.046137555
D015179,species,115979,Bacillus nealsonii,Bacteria,220,0.035661558,0.006089,0.174899836
D015179,species,234908,Sutterella stercoricanis,Bacteria,220,0.320907813,0.06452815,0.790700435
D015179,species,1507,Clostridium sp. ATCC 29733,Bacteria,216,0.084318676,0.0103007,0.216572048
D015179,species,1265,Ruminococcus flavefaciens,Bacteria,214,0.067424468,0.005094375,0.240938365
D015179,species,39950,Dialister pneumosintes,Bacteria,214,0.184373164,0.028337,0.63906617
D015179,species,341225,[Clostridium] saccharogumia,Bacteria,211,0.037620231,0.00596837,0.111911765
D015179,species,536633,Blautia glucerasea,Bacteria,211,0.117477444,0.00505485,0.505564026
D015179,species,1018,Capnocytophaga ochracea,Bacteria,210,0.143712867,0.00556071,0.851512166
D015179,species,29375,[Clostridium] xylanolyticum,Bacteria,210,0.069672105,0.00756252,0.159213644
D015179,species,1531,[Clostridium] clostridioforme,Bacteria,208,0.795640128,0.047275,2.836907816
D015179,species,204038,Dickeya dadantii,Bacteria,208,0.02831445,0.00599271,0.14347564
D015179,species,671267,Bacteroides sartorii,Bacteria,208,0.016409714,0.004469865,0.046732914
D015179,species,28125,Prevotella bivia,Bacteria,207,0.160417252,0.00888468,0.60843487
D015179,species,847,Oxalobacter formigenes,Bacteria,205,0.046754311,0.0114059,0.16760412
D015179,species,839,Prevotella ruminicola,Bacteria,203,0.018476059,0.00540041,0.082773626
D015179,species,469610,Burkholderiales bacterium 1_1_47,Bacteria,203,0.074926453,0.02626,0.153836522
D015179,species,762212,Bifidobacterium biavatii,Bacteria,201,0.058020852,0.0138499,0.14201797
D015179,species,1354,Enterococcus hirae,Bacteria,200,0.015980857,0.006872975,0.029711785
D015179,species,33043,Coprococcus eutactus,Bacteria,198,1.375728602,0.03427705,4.113197398
D015179,species,861,Fusobacterium ulcerans,Bacteria,197,0.626934581,0.018,2.999963542
D015179,species,29360,Cellulosilyticum lentocellum,Bacteria,196,0.080006037,0.00473122,0.708345091
D015179,species,1280,Staphylococcus aureus,Bacteria,195,0.190295843,0.00586132,0.967679182
D015179,species,28025,Bifidobacterium animalis,Bacteria,195,0.30339159,0.03083,0.671803236
D015179,species,78345,Bifidobacterium merycicum,Bacteria,195,0.128706477,0.0163228,0.430233558
D015179,species,469614,Erysipelotrichaceae bacterium 6_1_45,Bacteria,193,0.030454145,0.00722,0.060655819
D015179,species,214851,Subdoligranulum variabile,Bacteria,192,0.007665719,0.003176225,0.016953704
D015179,species,1124188,Flavobacterium fontis,Bacteria,191,0.069731922,0.0115249,0.166559128
D015179,species,39497,Eubacterium xylanophilum,Bacteria,190,0.029967693,0.0102982,0.088798503
D015179,species,66852,Methanobrevibacter sp.,Archaea,190,0.389241316,0.15477,0.706934829
D015179,species,745368,Gemmiger formicilis,Bacteria,190,0.013454807,0.00603572,0.021430708
D015179,species,477666,Bacteroides graminisolvens,Bacteria,189,0.033091393,0.00605535,0.115186755
D015179,species,658655,Lachnospiraceae bacterium 1_4_56FAA,Bacteria,189,0.264868466,0.04487,0.721420994
D015179,species,1504,Clostridium septicum,Bacteria,188,0.099577501,0.008159485,0.415879163
D015179,species,1685,Bifidobacterium breve,Bacteria,187,0.309333245,0.00875695,2.755317512
D015179,species,29347,[Clostridium] scindens,Bacteria,187,0.038548011,0.00576319,0.109362851
D015179,species,626929,Bacteroides clarus,Bacteria,187,0.455628396,0.09044,0.851337787
D015179,species,28135,Prevotella oris,Bacteria,181,0.121749394,0.00564844,0.484814731
D015179,species,29361,Tyzzerella nexilis,Bacteria,181,0.678359116,0.05866,1.912257125
D015179,species,1313,Streptococcus pneumoniae,Bacteria,180,0.084816444,0.00441826,0.993854575
D015179,species,281920,Porphyromonas uenonis,Bacteria,180,0.959153604,0.033395,3.956224099
D015179,species,840,Prevotella loescheii,Bacteria,177,0.198201283,0.00459812,0.696071778
D015179,species,103892,Veillonella ratti,Bacteria,176,0.169799209,0.00725886,1.366440199
D015179,species,52787,Anaerofilum pentosovorans,Bacteria,175,0.058921812,0.0137263,0.22307123
D015179,species,39483,Faecalitalea cylindroides,Bacteria,171,1.389083203,0.06777,3.861782184
D015179,species,626935,Collinsella tanakaei,Bacteria,167,0.373520193,0.0243487,0.82868126
D015179,species,376806,Bacteroides gallinarum,Bacteria,165,0.101977914,0.00525569,0.650719943
D015179,species,1520,Clostridium beijerinckii,Bacteria,164,0.178637855,0.00588755,0.769372241
D015179,species,1598,Lactobacillus reuteri,Bacteria,164,0.25002927,0.01629365,0.639341953
D015179,species,147207,Collinsella intestinalis,Bacteria,164,0.287619518,0.006700845,1.277338461
D015179,species,100886,Catenibacterium mitsuokai,Bacteria,160,1.590942438,0.85118,2.311268454
D015179,species,228604,Prevotella salivae,Bacteria,158,0.102212229,0.006134365,0.381645643
D015179,species,1522,[Clostridium] innocuum,Bacteria,157,0.137378815,0.00796,0.510119443
D015179,species,1624,Lactobacillus salivarius,Bacteria,155,0.189775471,0.0160717,0.434807478
D015179,species,1747,Propionibacterium acnes,Bacteria,155,3.36501518,0.799029,5.572925704
D015179,species,68892,Streptococcus infantis,Bacteria,155,0.026430452,0.01488,0.037438889
D015179,species,185300,Paludibacter propionicigenes,Bacteria,155,0.00713416,0.00437541,0.012515987
D015179,species,654,Aeromonas veronii,Bacteria,154,0.108654077,0.005577615,0.41679083
D015179,species,504487,Jejuia pallidilutea,Bacteria,152,0.037711831,0.0108258,0.086277208
D015179,species,1118061,Alistipes obesi,Bacteria,152,0.841386842,0.54897,1.133106834
D015179,species,550,Enterobacter cloacae,Bacteria,150,0.306608173,0.01169855,1.111434098
D015179,species,859,Fusobacterium necrophorum,Bacteria,150,0.399952733,0.0101439,1.820622982
D015179,species,28136,Prevotella oulorum,Bacteria,150,0.03642684,0.009267265,0.06826183
D015179,species,41976,Porphyromonas catoniae,Bacteria,150,0.025289582,0.003443475,0.167938443
D015179,species,546,Citrobacter freundii,Bacteria,149,0.318091457,0.0136509,0.939641852
D015179,species,1335,Streptococcus equinus,Bacteria,149,0.087839499,0.00527565,0.636968171
D015179,species,645466,Anaerostipes butyraticus,Bacteria,148,0.016611244,0.00494273,0.060343105
D015179,species,881,Desulfovibrio vulgaris,Bacteria,146,0.026933122,0.007011895,0.06297635
D015179,species,37734,Enterococcus casseliflavus,Bacteria,146,0.08958449,0.005242975,0.654084463
D015179,species,1078480,Haemophilus sputorum,Bacteria,145,0.038079366,0.00731128,0.146043242
D015179,species,1309,Streptococcus mutans,Bacteria,144,0.097382195,0.01629565,0.492393622
D015179,species,1694,Bifidobacterium pseudolongum,Bacteria,144,0.040629151,0.005683775,0.165693367
D015179,species,703,Plesiomonas shigelloides,Bacteria,143,0.049154794,0.0055104,0.190816446
D015179,species,33035,Blautia producta,Bacteria,141,0.229060909,0.02014,0.823211708
D015179,species,33959,Lactobacillus johnsonii,Bacteria,141,0.156600646,0.00876232,0.424660583
D015179,species,185294,Prevotella paludivivens,Bacteria,140,0.023208335,0.006123695,0.103708813
D015179,species,309120,Dialister micraerophilus,Bacteria,140,0.047328499,0.005587695,0.107334144
D015179,species,553,Pantoea ananatis,Bacteria,139,0.062795737,0.00482719,0.444422762
D015179,species,1267,Clostridium ventriculi,Bacteria,139,0.104118016,0.00705716,0.385698777
D015179,species,1428,Bacillus thuringiensis,Bacteria,139,0.060374008,0.00411066,0.247692884
D015179,species,228603,Prevotella shahii,Bacteria,139,0.195696905,0.00601721,1.225037413
D015179,species,1691,Bifidobacterium indicum,Bacteria,138,0.013786163,0.00443198,0.038808539
D015179,species,419005,Prevotella amnii,Bacteria,138,0.016181223,0.007642955,0.022517418
D015179,species,1015,Bergeyella zoohelcum,Bacteria,136,0.1046332,0.0108735,0.998829269
D015179,species,1736,Eubacterium limosum,Bacteria,136,0.0665906,0.02117195,0.133475712
D015179,species,44742,Desulfovibrio fairfieldensis,Bacteria,136,0.037006261,0.00594892,0.134334738
D015179,species,1510,[Clostridium] stercorarium,Bacteria,135,0.021577742,0.00564143,0.045104649
D015179,species,2047,Rothia dentocariosa,Bacteria,135,0.105276985,0.00423,0.570463074
D015179,species,102684,Streptococcus infantarius,Bacteria,135,0.016922067,0.00461531,0.04971817
D015179,species,35785,Clostridium maximum,Bacteria,134,0.022266429,0.008668795,0.030820441
D015179,species,84135,Gemella sanguinis,Bacteria,134,0.034956119,0.014715,0.05201455
D015179,species,673862,Candidatus Babela massiliensis,Bacteria,134,0.025069898,0.007612055,0.072297636
D015179,species,1613,Lactobacillus fermentum,Bacteria,133,0.07915222,0.0104151,0.186972086
D015179,species,650643,Alistipes sp. RMA 9912,Bacteria,133,0.034340467,0.00685636,0.101186387
D015179,species,587,Providencia rettgeri,Bacteria,132,0.038655153,0.00567998,0.184427749
D015179,species,1282,Staphylococcus epidermidis,Bacteria,132,0.942877226,0.02350765,2.119022251
D015179,species,1541,Terrisporobacter mayombei,Bacteria,132,0.193347471,0.006650775,1.724709811
D015179,species,1134687,Klebsiella michiganensis,Bacteria,132,0.03384029,0.01166985,0.057945519
D015179,species,83661,Desulfonispora thiosulfatigenes,Bacteria,131,0.028922802,0.0117553,0.039909477
D015179,species,386414,Prevotella timonensis,Bacteria,130,0.044578129,0.004996815,0.169859689
D015179,species,28131,Prevotella intermedia,Bacteria,129,1.848849522,0.26603,4.105949218
D015179,species,658085,Lachnospiraceae bacterium 5_1_57FAA,Bacteria,129,0.087243411,0.02937,0.124980417
D015179,species,225991,Comamonas aquatica,Bacteria,127,0.021319595,0.00644205,0.04462245
D015179,species,1070699,Clostridiaceae bacterium JC118,Bacteria,127,0.130425354,0.0307,0.315177715
D015179,species,1501,Clostridium pasteurianum,Bacteria,125,0.01763656,0.00470478,0.102859227
