phenotype,taxonomy rank level,NCBI taxon id,scientific name,super kingdom,Nr. runs in which the species/genus can be found,mean relative abundance,median relative abundance,SD of relative abundance
D013274,species,397865,Barnesiella viscericola,Bacteria,388,2.48620334,1.151975,3.235370317
D013274,species,552357,Shewanella fodinae,Bacteria,388,0.292068443,0.255358,0.205241469
D013274,species,658062,Candidatus Koribacter versatilis,Bacteria,388,0.216761173,0.100632,0.35088874
D013274,species,1113696,Halomonas sp. NBRC 100990,Bacteria,388,0.5634431,0.184989,1.531807502
D013274,species,1329370,Halomonas qiaohouensis,Bacteria,388,17.27489506,15.2605,12.05883798
D013274,species,1755626,Faecalibacterium sp. MC_41,Bacteria,388,0.152823035,0.1303565,0.122576623
D013274,species,293,Brevundimonas diminuta,Bacteria,387,0.113721113,0.0969932,0.077832424
D013274,species,729,Haemophilus parainfluenzae,Bacteria,387,0.130689497,0.0743576,0.241547669
D013274,species,823,Parabacteroides distasonis,Bacteria,387,0.228164401,0.122833,0.328678469
D013274,species,1304,Streptococcus salivarius,Bacteria,387,0.405233593,0.0946589,1.565931331
D013274,species,1747,Propionibacterium acnes,Bacteria,387,0.072342826,0.0562933,0.060284336
D013274,species,28037,Streptococcus mitis,Bacteria,387,1.290252568,0.736482,1.613005103
D013274,species,29466,Veillonella parvula,Bacteria,387,0.210772372,0.0877839,0.414490934
D013274,species,39778,Veillonella dispar,Bacteria,387,0.171565079,0.0888508,0.243122336
D013274,species,40324,Stenotrophomonas maltophilia,Bacteria,387,0.123058798,0.0779041,0.148031888
D013274,species,93063,Sphingomonas aquatilis,Bacteria,387,0.049500458,0.031727,0.07801447
D013274,species,106648,Acinetobacter bereziniae,Bacteria,387,0.416902108,0.184058,0.796633748
D013274,species,165179,Prevotella copri,Bacteria,387,0.513137491,0.244289,0.701618395
D013274,species,196024,Aeromonas dhakensis,Bacteria,387,0.088651202,0.0520743,0.102374855
D013274,species,341694,Peptostreptococcus stomatis,Bacteria,387,0.612321879,0.127419,1.32482239
D013274,species,392409,Sphingomonas jaspsi,Bacteria,387,0.169105828,0.0766596,0.262732138
D013274,species,407019,Sphingomonas astaxanthinifaciens,Bacteria,387,0.291895296,0.114489,0.557921405
D013274,species,465721,Steroidobacter denitrificans,Bacteria,387,0.222776871,0.149691,0.24029336
D013274,species,467976,Iamia majanohamensis,Bacteria,387,0.132043487,0.0874682,0.147965616
D013274,species,487175,Parasutterella excrementihominis,Bacteria,387,0.098124385,0.0650742,0.122482188
D013274,species,1169913,Vulcaniibacterium thermophilum,Bacteria,387,0.084010592,0.0429615,0.126312767
D013274,species,317,Pseudomonas syringae,Bacteria,386,0.04579131,0.03268195,0.041922368
D013274,species,483,Neisseria cinerea,Bacteria,386,0.23792347,0.135442,0.356251198
D013274,species,488,Neisseria mucosa,Bacteria,386,0.183005918,0.08729735,0.536574217
D013274,species,840,Prevotella loescheii,Bacteria,386,0.193700666,0.0935592,0.624131549
D013274,species,1280,Staphylococcus aureus,Bacteria,386,0.501710786,0.0713539,1.715795642
D013274,species,1352,Enterococcus faecium,Bacteria,386,0.524760519,0.106769,4.020519181
D013274,species,1379,Gemella haemolysans,Bacteria,386,0.645088306,0.3747435,0.859370351
D013274,species,29385,Staphylococcus saprophyticus,Bacteria,386,0.344739055,0.0615579,1.181550391
D013274,species,35833,Bilophila wadsworthia,Bacteria,386,0.063803283,0.03978875,0.096673878
D013274,species,47880,Pseudomonas fulva,Bacteria,386,0.347308916,0.273714,0.332103424
D013274,species,48466,Prosthecobacter vanneervenii,Bacteria,386,0.078342382,0.0500779,0.085315154
D013274,species,118748,Bulleidia extructa,Bacteria,386,0.172614319,0.08383125,0.251765249
D013274,species,133453,Caldilinea aerophila,Bacteria,386,0.07998413,0.05949,0.073216041
D013274,species,330214,Nitrospira defluvii,Bacteria,386,0.257104671,0.16195,0.376676823
D013274,species,114,Gemmata obscuriglobus,Bacteria,385,0.090472221,0.0606447,0.101029509
D013274,species,303,Pseudomonas putida,Bacteria,385,0.036838376,0.0281951,0.045327659
D013274,species,1308,Streptococcus thermophilus,Bacteria,385,0.313821697,0.0633032,1.42373376
D013274,species,1633,Lactobacillus vaginalis,Bacteria,385,1.086274395,0.242307,3.868982342
D013274,species,1660,Actinomyces odontolyticus,Bacteria,385,0.375116072,0.136752,0.740486656
D013274,species,2057,Sphaerobacter thermophilus,Bacteria,385,0.049260448,0.0353664,0.054745147
D013274,species,29389,Streptococcus alactolyticus,Bacteria,385,0.156158239,0.0810269,0.275583115
D013274,species,34062,Moraxella osloensis,Bacteria,385,0.062699725,0.0403948,0.089295298
D013274,species,69825,[Clostridium] indolis,Bacteria,385,0.05195813,0.0379881,0.066078381
D013274,species,174709,Allobaculum stercoricanis,Bacteria,385,0.198348794,0.125871,0.203474201
D013274,species,202267,Halomonas sp. YIM-kkny11,Bacteria,385,0.140457181,0.122576,0.104459211
D013274,species,694315,Kofleria flava,Bacteria,385,0.132833912,0.0814296,0.144305046
D013274,species,1382,Atopobium parvulum,Bacteria,384,0.189903649,0.0485626,0.937054008
D013274,species,42565,Halomonas salina,Bacteria,384,0.158404882,0.0470122,1.207697747
D013274,species,48467,Prosthecobacter debontii,Bacteria,384,0.037492456,0.02694675,0.039290328
D013274,species,80866,Delftia acidovorans,Bacteria,384,0.028400375,0.02188545,0.022681151
D013274,species,84030,[Clostridium] saccharolyticum,Bacteria,384,0.049445935,0.04081065,0.044456927
D013274,species,447567,Halomonas andesensis,Bacteria,384,0.032649819,0.02770005,0.026008791
D013274,species,1086703,Luteolibacter luojiensis,Bacteria,384,0.051133481,0.03288275,0.074228459
D013274,species,1559,Clostridium tertium,Bacteria,383,0.169788993,0.0862584,0.222027872
D013274,species,28132,Prevotella melaninogenica,Bacteria,383,0.285405805,0.122579,0.778556237
D013274,species,33959,Lactobacillus johnsonii,Bacteria,383,0.108630635,0.0516858,0.172460154
D013274,species,39029,Megasphaera cerevisiae,Bacteria,383,0.512876467,0.0566506,1.958479074
D013274,species,93064,Sphingomonas koreensis,Bacteria,383,0.046825465,0.0343589,0.059143231
D013274,species,579160,Halomonas sp. YIM 90512,Bacteria,383,0.026530909,0.0225851,0.019068527
D013274,species,1661055,Pseudomonas sp. NBRC 111140,Bacteria,383,0.135452778,0.0918695,0.181058622
D013274,species,470,Acinetobacter baumannii,Bacteria,382,0.082131326,0.04491785,0.138015873
D013274,species,1515,Ruminiclostridium thermocellum,Bacteria,382,0.072576888,0.0534827,0.07844107
D013274,species,1535,[Clostridium] leptum,Bacteria,382,0.042954843,0.0291295,0.07381225
D013274,species,1623,Lactobacillus ruminis,Bacteria,382,0.363533733,0.06481815,1.351168723
D013274,species,33035,Blautia producta,Bacteria,382,0.028332209,0.0213883,0.030198551
D013274,species,151781,Lactobacillus intestinalis,Bacteria,382,0.341316176,0.176388,0.424906427
D013274,species,169435,Anaerotruncus colihominis,Bacteria,382,0.038057366,0.03174385,0.030595116
D013274,species,1604,Lactobacillus amylovorus,Bacteria,381,0.111638178,0.0500167,0.224275283
D013274,species,143393,[Eubacterium] sulci,Bacteria,381,0.118604985,0.0663497,0.144842094
D013274,species,1366,Lactococcus raffinolactis,Bacteria,380,0.028199972,0.0203263,0.029420689
D013274,species,1590,Lactobacillus plantarum,Bacteria,380,0.340931633,0.05207745,0.928175053
D013274,species,44742,Desulfovibrio fairfieldensis,Bacteria,380,0.052640544,0.02877615,0.129972282
D013274,species,44749,Sporobacter termitidis,Bacteria,380,0.174721586,0.09457585,0.193102213
D013274,species,157268,Helicobacter winghamensis,Bacteria,380,0.123277796,0.04775855,0.437998537
D013274,species,204516,Bacteroides massiliensis,Bacteria,380,0.051589169,0.03117855,0.10599493
D013274,species,1343,Streptococcus vestibularis,Bacteria,379,0.323899886,0.0649674,1.450800471
D013274,species,1358,Lactococcus lactis,Bacteria,379,0.042378302,0.0280426,0.066612613
D013274,species,28116,Bacteroides ovatus,Bacteria,379,0.037510139,0.0289045,0.048431888
D013274,species,28161,Bisgaard Taxon 7,Bacteria,379,0.117165971,0.0621472,0.217370237
D013274,species,29370,[Clostridium] sphenoides,Bacteria,379,0.027860597,0.0210957,0.03112138
D013274,species,39492,[Eubacterium] siraeum,Bacteria,379,0.059852429,0.0420329,0.060886384
D013274,species,41976,Porphyromonas catoniae,Bacteria,379,0.081475251,0.0562213,0.087242298
D013274,species,208479,[Clostridium] bolteae,Bacteria,379,0.023828314,0.0183189,0.024817159
D013274,species,349096,Pectinatus haikarae,Bacteria,379,0.070718965,0.0556206,0.06487755
D013274,species,547188,Phycisphaera mikurensis,Bacteria,379,0.067410272,0.042216,0.08238071
D013274,species,316,Pseudomonas stutzeri,Bacteria,378,0.167521018,0.109371,0.180955545
D013274,species,381,Mesorhizobium loti,Bacteria,378,0.051512816,0.03130965,0.0638336
D013274,species,821,Bacteroides vulgatus,Bacteria,378,0.045761773,0.0362299,0.043240073
D013274,species,29430,Acinetobacter haemolyticus,Bacteria,378,0.032205579,0.0171148,0.058818646
D013274,species,86664,Bacillus flexus,Bacteria,378,0.101708977,0.04112795,0.16267147
D013274,species,310298,Bacteroides coprocola,Bacteria,378,0.230649629,0.1141935,0.306091102
D013274,species,591197,Ignavibacterium album,Bacteria,378,0.050277321,0.03461195,0.05288981
D013274,species,287,Pseudomonas aeruginosa,Bacteria,377,0.039927865,0.0311491,0.038522652
D013274,species,1598,Lactobacillus reuteri,Bacteria,377,0.401624902,0.0586929,2.434854443
D013274,species,28090,Acinetobacter lwoffii,Bacteria,377,0.047981585,0.0244945,0.148147615
D013274,species,36847,[Clostridium] neopropionicum,Bacteria,377,0.030082964,0.0217407,0.026143865
D013274,species,39484,Eubacterium desmolans,Bacteria,377,0.028318268,0.0220386,0.024668327
D013274,species,103621,Actinomyces urogenitalis,Bacteria,377,0.070440656,0.0311466,0.155125808
D013274,species,107709,Opitutus terrae,Bacteria,377,0.046453517,0.0332642,0.042996741
D013274,species,114527,Mogibacterium diversum,Bacteria,377,0.118980794,0.038975,0.182143539
D013274,species,393921,Porphyromonas crevioricanis,Bacteria,377,0.143532163,0.046595,0.373009252
D013274,species,851,Fusobacterium nucleatum,Bacteria,376,0.275699331,0.02858715,1.042460628
D013274,species,881,Desulfovibrio vulgaris,Bacteria,376,0.080797278,0.0445121,0.115979562
D013274,species,2736,Verrucomicrobium spinosum,Bacteria,376,0.03810623,0.024889,0.051232236
D013274,species,33033,Parvimonas micra,Bacteria,376,0.316517952,0.06194985,0.605042479
D013274,species,574375,Bacillus gaemokensis,Bacteria,376,0.03144149,0.02071145,0.029641737
D013274,species,669,Vibrio harveyi,Bacteria,375,0.06013249,0.026713,0.119826874
D013274,species,1264,Ruminococcus albus,Bacteria,375,0.162939149,0.0934335,0.17648356
D013274,species,40518,Ruminococcus bromii,Bacteria,375,0.095458842,0.0638026,0.098039767
D013274,species,197614,Streptococcus pasteurianus,Bacteria,375,0.131501334,0.0814296,0.144469402
D013274,species,467210,Lachnoanaerobaculum saburreum,Bacteria,375,0.119292105,0.0517967,0.294252762
D013274,species,9,Buchnera aphidicola,Bacteria,374,0.347436667,0.06416185,1.45217124
D013274,species,285,Comamonas testosteroni,Bacteria,374,0.032911619,0.01841085,0.049064814
D013274,species,1270,Micrococcus luteus,Bacteria,374,0.139498572,0.021213,1.598278073
D013274,species,1532,Blautia coccoides,Bacteria,374,0.043584116,0.0270036,0.065121288
D013274,species,28135,Prevotella oris,Bacteria,374,0.092495462,0.02422905,0.561215638
D013274,species,76123,Prevotella enoeca,Bacteria,374,0.074793862,0.03759575,0.097342963
D013274,species,76759,Pseudomonas monteilii,Bacteria,374,0.04202833,0.02483845,0.101914318
D013274,species,137732,Granulicatella elegans,Bacteria,374,0.069440805,0.02778285,0.130664992
D013274,species,688867,Ohtaekwangia koreensis,Bacteria,374,0.084960226,0.0444388,0.128124575
D013274,species,1307,Streptococcus suis,Bacteria,373,0.034004758,0.0174917,0.095665131
D013274,species,62322,Shewanella baltica,Bacteria,373,0.026004045,0.018173,0.045288806
D013274,species,273168,Novosphingobium naphthalenivorans,Bacteria,373,0.04229387,0.0231254,0.054578578
D013274,species,726,Haemophilus haemolyticus,Bacteria,372,0.092928316,0.0392096,0.224252524
D013274,species,850,Fusobacterium mortiferum,Bacteria,372,0.064677126,0.0253102,0.310880153
D013274,species,1502,Clostridium perfringens,Bacteria,372,0.122226098,0.04626725,0.208695661
D013274,species,2047,Rothia dentocariosa,Bacteria,372,0.070660042,0.01928975,0.33051332
D013274,species,28446,[Clostridium] propionicum,Bacteria,372,0.037244184,0.0264527,0.0364124
D013274,species,69823,Selenomonas sputigena,Bacteria,372,0.083178584,0.02003095,0.525848373
D013274,species,284016,Phenylobacterium zucineum,Bacteria,372,0.035379741,0.018707,0.049799666
D013274,species,874454,Pseudoalteromonas arabiensis,Bacteria,372,0.048062696,0.0374115,0.042196219
D013274,species,1203033,Lactobacillus hominis,Bacteria,372,0.128835118,0.04691355,0.297375822
D013274,species,1707394,Halomonas sp. JCM 11460,Bacteria,372,0.021357393,0.0187594,0.013574436
D013274,species,817,Bacteroides fragilis,Bacteria,371,0.020219852,0.0154392,0.020934599
D013274,species,1328,Streptococcus anginosus,Bacteria,371,0.12817549,0.0279349,0.480003864
D013274,species,103892,Veillonella ratti,Bacteria,371,0.04784992,0.0282406,0.073907822
D013274,species,228603,Prevotella shahii,Bacteria,371,0.161254104,0.0683177,0.21904662
D013274,species,673862,Candidatus Babela massiliensis,Bacteria,371,0.030987042,0.0232847,0.030652309
D013274,species,29354,[Clostridium] celerecrescens,Bacteria,370,0.027566978,0.02011095,0.027402496
D013274,species,33058,Thauera selenatis,Bacteria,370,0.12838285,0.0641054,0.227826376
D013274,species,74661,Halomonas campisalis,Bacteria,370,0.021007985,0.0160722,0.021973238
D013274,species,84031,Clostridium sartagoforme,Bacteria,370,0.193924871,0.0810518,0.250324097
D013274,species,239935,Akkermansia muciniphila,Bacteria,370,0.053799412,0.01745435,0.223478523
D013274,species,927083,Sandaracinus amylolyticus,Bacteria,370,0.076626884,0.04741135,0.088008983
D013274,species,28091,Neisseria weaveri,Bacteria,369,0.07279567,0.0391217,0.097433292
D013274,species,60133,Prevotella pallens,Bacteria,369,0.071529002,0.0381657,0.114129678
D013274,species,860,Fusobacterium periodonticum,Bacteria,368,0.076561297,0.0269724,0.145467331
D013274,species,106654,Acinetobacter nosocomialis,Bacteria,368,0.039260428,0.026272,0.048441209
D013274,species,192421,Planococcus maritimus,Bacteria,368,0.028789168,0.017979,0.044295336
D013274,species,187327,Acidaminococcus intestini,Bacteria,367,0.022827603,0.0180533,0.018924988
D013274,species,217070,Stella vacuolata,Bacteria,367,0.040810456,0.0274244,0.043335815
D013274,species,218538,Dialister invisus,Bacteria,367,0.043503481,0.0196488,0.098402014
D013274,species,1078480,Haemophilus sputorum,Bacteria,367,0.081873715,0.0282819,0.304601054
D013274,species,2741,Peptococcus niger,Bacteria,366,0.044737916,0.02217905,0.080860032
D013274,species,28117,Alistipes putredinis,Bacteria,366,0.029792799,0.0188149,0.035671324
D013274,species,85643,Thauera sp. MZ1T,Bacteria,366,0.079567897,0.04592045,0.111969304
D013274,species,187452,Pediococcus claussenii,Bacteria,366,0.295867362,0.03236575,1.415299608
D013274,species,454154,Paraprevotella clara,Bacteria,366,0.200239567,0.0785147,0.283175779
D013274,species,53254,Bosea thiooxidans,Bacteria,365,0.025994487,0.0161212,0.03880809
D013274,species,467094,Ilumatobacter coccineus,Bacteria,365,0.027260146,0.0174635,0.039096168
D013274,species,1465754,Alistipes timonensis,Bacteria,365,0.029336722,0.0169967,0.047660287
D013274,species,300,Pseudomonas mendocina,Bacteria,364,0.167596951,0.1059155,0.204696591
D013274,species,43263,Pseudomonas alcaligenes,Bacteria,364,0.044153474,0.0297222,0.048488171
D013274,species,76122,Alloprevotella tannerae,Bacteria,364,0.088870013,0.0317143,0.278584037
D013274,species,959,Bdellovibrio bacteriovorus,Bacteria,363,0.035327622,0.0223845,0.039356718
D013274,species,1408,Bacillus pumilus,Bacteria,363,0.017720321,0.0127139,0.016449649
D013274,species,38304,Corynebacterium tuberculostearicum,Bacteria,363,0.029847614,0.0165874,0.052711651
D013274,species,46506,Bacteroides stercoris,Bacteria,363,0.0242903,0.0162655,0.043136567
D013274,species,466153,Singulisphaera acidiphila,Bacteria,363,0.045145187,0.0169224,0.094799391
D013274,species,2350,Haliscomenobacter hydrossis,Bacteria,362,0.046216566,0.0288545,0.050216695
D013274,species,41276,Brevundimonas vesicularis,Bacteria,362,0.022539759,0.01484305,0.025270591
D013274,species,97084,Halobacteriovorax marinus,Bacteria,362,0.021386076,0.0170403,0.018195067
D013274,species,454171,Chthonomonas calidirosea,Bacteria,362,0.024721602,0.0136164,0.03331129
D013274,species,633701,Prevotella saccharolytica,Bacteria,362,0.214849131,0.0946556,0.298201538
D013274,species,665118,Vasilyevaea enhydra,Bacteria,362,0.050181213,0.03568405,0.054225887
D013274,species,1833,Rhodococcus erythropolis,Bacteria,361,0.292344872,0.196603,0.399077429
D013274,species,157228,Jeotgalicoccus psychrophilus,Bacteria,361,0.020535408,0.0128529,0.026747849
D013274,species,191495,Conexibacter woesei,Bacteria,361,0.021921757,0.0151591,0.021939511
D013274,species,46914,Devosia riboflavina,Bacteria,360,0.109965079,0.08744935,0.114307098
D013274,species,185300,Paludibacter propionicigenes,Bacteria,360,0.121989542,0.0701398,0.130835562
D013274,species,470565,Prevotella histicola,Bacteria,360,0.050562695,0.02155405,0.09112083
D013274,species,125,Pirellula staleyi,Bacteria,359,0.038186263,0.021781,0.048697394
D013274,species,301,Pseudomonas oleovorans,Bacteria,359,0.134631398,0.0698901,0.190385691
D013274,species,1655,Actinomyces naeslundii,Bacteria,359,0.075288837,0.021015,0.29147479
D013274,species,29542,Pelobacter acetylenicus,Bacteria,359,0.021505695,0.0163606,0.020730439
D013274,species,40215,Acinetobacter junii,Bacteria,359,0.022107622,0.0136827,0.028485171
D013274,species,214856,Alistipes finegoldii,Bacteria,359,0.028657762,0.0109443,0.148701817
D013274,species,947013,Chryseolinea serpens,Bacteria,359,0.02455832,0.0153191,0.0270682
D013274,species,663,Vibrio alginolyticus,Bacteria,358,0.042834081,0.0189786,0.083438117
D013274,species,288965,[Clostridium] clariflavum,Bacteria,358,0.058495487,0.03947025,0.066398473
D013274,species,1625,Lactobacillus sanfranciscensis,Bacteria,357,0.121336165,0.023195,0.597276667
D013274,species,185294,Prevotella paludivivens,Bacteria,357,0.043340003,0.0279018,0.070469245
D013274,species,658457,Pseudomonas composti,Bacteria,357,0.033027793,0.0178631,0.054493766
D013274,species,1265,Ruminococcus flavefaciens,Bacteria,356,0.047109298,0.0304667,0.082747053
D013274,species,28137,Prevotella veroralis,Bacteria,356,0.062207743,0.0236812,0.113143989
D013274,species,42256,Rubrobacter radiotolerans,Bacteria,356,0.041443001,0.0132658,0.141793367
D013274,species,1817596,Nocardioides intraradicalis,Bacteria,356,0.018171873,0.01083965,0.022903351
D013274,species,70995,Lewinella cohaerens,Bacteria,355,0.03646817,0.0214843,0.037849498
D013274,species,1144673,Acinetobacter sp. CIP 64.7,Bacteria,355,0.043038042,0.0212907,0.122628657
D013274,species,1326,Streptococcus acidominimus,Bacteria,354,0.029449771,0.01940425,0.036327418
D013274,species,1510,[Clostridium] stercorarium,Bacteria,354,0.0295687,0.0204199,0.040385306
D013274,species,449659,Lactobacillus pobuzihii,Bacteria,354,0.070085666,0.01812965,0.191912509
D013274,species,1492,Clostridium butyricum,Bacteria,353,0.036118809,0.0232768,0.047480632
D013274,species,114702,Actinomyces lingnae,Bacteria,353,0.043494215,0.0168824,0.095125133
D013274,species,863372,Herbaspirillum huttiense,Bacteria,353,0.022165495,0.0121335,0.026683235
D013274,species,1622,Lactobacillus murinus,Bacteria,352,0.04732942,0.01976985,0.082124967
D013274,species,626937,Christensenella minuta,Bacteria,352,0.021025931,0.0159312,0.020766346
D013274,species,1550609,Rheinheimera japonica,Bacteria,352,0.01643522,0.009883305,0.033086521
D013274,species,29461,Brucella suis,Bacteria,351,0.018856033,0.0127796,0.017063187
D013274,species,24,Shewanella putrefaciens,Bacteria,350,0.016156136,0.0113362,0.020613245
D013274,species,1670,Arthrobacter citreus,Bacteria,350,0.013585977,0.009590965,0.015275805
D013274,species,28124,Porphyromonas endodontalis,Bacteria,350,0.042723092,0.02065415,0.089722895
D013274,species,29317,Actinomyces sp.,Bacteria,350,0.052699562,0.01956055,0.144931641
D013274,species,40520,Blautia obeum,Bacteria,350,0.041925413,0.0350787,0.035911951
D013274,species,122355,Pseudomonas psychrophila,Bacteria,350,0.017448154,0.01125165,0.033975408
D013274,species,404900,Geminicoccus roseus,Bacteria,350,0.036154088,0.02001635,0.072218741
D013274,species,1229909,Candidatus Nitrosopumilus sp. AR2,Archaea,350,0.049024812,0.0221757,0.096100653
D013274,species,1490051,Anoxybacillus geothermalis,Bacteria,350,0.035591472,0.01660975,0.068534856
D013274,species,28108,Alteromonas macleodii,Bacteria,349,0.018200712,0.01256,0.018259485
D013274,species,66219,Lachnoclostridium phytofermentans,Bacteria,349,0.02479431,0.0147062,0.02523733
D013274,species,1512,[Clostridium] symbiosum,Bacteria,348,0.032169023,0.0141492,0.060765792
D013274,species,40682,Sphingomonas mali,Bacteria,348,0.012699996,0.00941664,0.011630132
D013274,species,74316,Brevundimonas aurantiaca,Bacteria,348,0.02168614,0.01433785,0.02733278
D013274,species,133926,Olsenella uli,Bacteria,348,0.105886361,0.01533755,0.642738241
D013274,species,147802,Lactobacillus iners,Bacteria,348,0.183304019,0.01190755,2.654182268
D013274,species,166486,Roseburia intestinalis,Bacteria,348,0.021933586,0.0150539,0.023748984
D013274,species,219314,Aeromicrobium marinum,Bacteria,348,0.017148135,0.0097857,0.021371206
D013274,species,281362,Dechloromonas denitrificans,Bacteria,348,0.291464142,0.1431025,0.556584435
D013274,species,330920,Sphingomonas azotifigens,Bacteria,348,0.022369015,0.01491425,0.02749761
D013274,species,196162,Nocardioides sp. JS614,Bacteria,347,0.021224655,0.0119951,0.028763212
D013274,species,392589,Perlucidibaca piscinae,Bacteria,347,0.026756016,0.0118666,0.042025843
D013274,species,588932,Brevundimonas naejangsanensis,Bacteria,347,0.016057352,0.0116937,0.013576817
D013274,species,722472,Bradyrhizobium lablabi,Bacteria,347,0.212422156,0.0177999,1.61419999
D013274,species,1282,Staphylococcus epidermidis,Bacteria,346,0.05841099,0.01887765,0.134536572
D013274,species,28131,Prevotella intermedia,Bacteria,346,0.053615971,0.0194693,0.147559207
D013274,species,28901,Salmonella enterica,Bacteria,346,0.021047691,0.0115219,0.035265539
D013274,species,839,Prevotella ruminicola,Bacteria,345,0.095144284,0.054238,0.109763677
D013274,species,33051,Sphingomonas sanguinis,Bacteria,345,0.034522875,0.0189408,0.054446535
D013274,species,691816,Bacteroides rodentium,Bacteria,345,0.042058969,0.0178195,0.086289729
D013274,species,748811,Sulfuritalea hydrogenivorans,Bacteria,345,0.071822342,0.0421358,0.096538459
D013274,species,871325,Bacteroides faecichinchillae,Bacteria,345,0.026854229,0.0153453,0.041212949
D013274,species,28112,Tannerella forsythia,Bacteria,344,0.033640655,0.015338,0.075210005
D013274,species,38293,Photobacterium damselae,Bacteria,344,0.062397942,0.0196843,0.131477951
D013274,species,45067,Legionella lansingensis,Bacteria,344,0.027310865,0.0207075,0.024729785
D013274,species,536633,Blautia glucerasea,Bacteria,344,0.031592175,0.01812775,0.049695539
D013274,species,714549,Hydrotalea flava,Bacteria,344,0.016897177,0.01501915,0.010966815
D013274,species,1661032,Pseudomonas sp. NBRC 111117,Bacteria,344,0.012590426,0.007244625,0.020511303
D013274,species,28111,Bacteroides eggerthii,Bacteria,343,0.016570174,0.0115413,0.019211788
D013274,species,33038,[Ruminococcus] gnavus,Bacteria,343,0.015013279,0.0122354,0.012239594
D013274,species,228604,Prevotella salivae,Bacteria,343,0.033617741,0.0181254,0.040951687
D013274,species,329854,Bacteroides intestinalis,Bacteria,343,0.017722139,0.0130365,0.017608049
D013274,species,931,Thiobacillus thioparus,Bacteria,342,0.020220694,0.0117855,0.039167516
D013274,species,2088,Anaeroplasma bactoclasticum,Bacteria,342,0.053716245,0.01491495,0.170261393
D013274,species,28126,Prevotella buccae,Bacteria,341,0.025438525,0.0151953,0.038943088
D013274,species,191579,Fluviicola taffensis,Bacteria,341,0.053576817,0.0320681,0.084156742
D013274,species,288995,Devosia limi,Bacteria,341,0.023004013,0.0159591,0.021601654
D013274,species,379597,Halomonas sinaiensis,Bacteria,341,0.013314384,0.0102417,0.01173074
D013274,species,1311,Streptococcus agalactiae,Bacteria,340,0.023185919,0.0104313,0.074840174
D013274,species,1697,Corynebacterium ammoniagenes,Bacteria,340,0.029807435,0.0243709,0.025111094
D013274,species,39485,[Eubacterium] eligens,Bacteria,340,0.016131937,0.01085495,0.017617674
D013274,species,44676,Geothrix fermentans,Bacteria,340,0.018327682,0.01251525,0.017006919
D013274,species,85993,Hydrogenophilus hirschii,Bacteria,340,0.070968293,0.0106983,0.237274632
D013274,species,328812,Parabacteroides goldsteinii,Bacteria,340,0.082432193,0.0580196,0.085684848
D013274,species,363277,Ktedonobacter racemifer,Bacteria,340,0.018640211,0.01208205,0.020000008
D013274,species,122,Gimesia maris,Bacteria,339,0.020149072,0.0127724,0.021624405
D013274,species,329,Ralstonia pickettii,Bacteria,339,0.016709905,0.0114003,0.018050006
D013274,species,1587,Lactobacillus helveticus,Bacteria,339,0.041989426,0.0262161,0.113990703
D013274,species,47671,Lautropia mirabilis,Bacteria,339,0.019435967,0.0107527,0.043493214
D013274,species,101564,Pseudomonas alcaliphila,Bacteria,339,0.053066424,0.0328496,0.061156457
