phenotype,taxonomy rank level,NCBI taxon id,scientific name,super kingdom,Nr. runs in which the species/genus can be found,mean relative abundance,median relative abundance,SD of relative abundance
D015212,species,169435,Anaerotruncus colihominis,Bacteria,189,0.137788975,0.0731346,0.183155742
D015212,species,39490,Eubacterium ramulus,Bacteria,186,0.242566143,0.119277,0.286370964
D015212,species,1547,Erysipelatoclostridium ramosum,Bacteria,180,0.076294371,0.02728505,0.179531304
D015212,species,328814,Alistipes shahii,Bacteria,180,0.503383264,0.2180265,0.789624438
D015212,species,292800,Flavonifractor plautii,Bacteria,178,0.175467836,0.026115,0.305286462
D015212,species,1680,Bifidobacterium adolescentis,Bacteria,177,1.420442532,0.38959,2.802680175
D015212,species,39778,Veillonella dispar,Bacteria,176,0.183404462,0.02472,0.528445985
D015212,species,471189,Gordonibacter pamelaeae,Bacteria,174,0.056537708,0.0173806,0.112634074
D015212,species,154046,Hungatella hathewayi,Bacteria,171,0.2543018,0.0196828,1.017997716
D015212,species,39777,Veillonella atypica,Bacteria,170,0.417861707,0.02025,2.175865981
D015212,species,246787,Bacteroides cellulosilyticus,Bacteria,170,0.736965559,0.1073925,1.471159162
D015212,species,39496,Eubacterium ventriosum,Bacteria,169,0.25224061,0.138391,0.318002594
D015212,species,28118,Odoribacter splanchnicus,Bacteria,168,1.057764863,0.54837,1.94957034
D015212,species,1358,Lactococcus lactis,Bacteria,167,0.152750239,0.01791,0.713314615
D015212,species,40518,Ruminococcus bromii,Bacteria,167,1.48305235,0.30856,2.504958757
D015212,species,39492,[Eubacterium] siraeum,Bacteria,166,0.81946701,0.0685738,1.910144914
D015212,species,35833,Bilophila wadsworthia,Bacteria,165,0.107170591,0.034298,0.210735548
D015212,species,28037,Streptococcus mitis,Bacteria,164,0.189907495,0.0327161,0.734278742
D015212,species,29347,[Clostridium] scindens,Bacteria,164,0.028419892,0.00759316,0.0631524
D015212,species,40519,Ruminococcus callidus,Bacteria,161,0.774741845,0.24753,0.975852923
D015212,species,165179,Prevotella copri,Bacteria,159,5.696718516,0.0538426,12.35769569
D015212,species,358743,[Clostridium] citroniae,Bacteria,158,0.047171787,0.01324415,0.175731644
D015212,species,28026,Bifidobacterium pseudocatenulatum,Bacteria,156,0.925565202,0.209568,2.503936628
D015212,species,204516,Bacteroides massiliensis,Bacteria,154,1.502902162,0.262675,2.72875188
D015212,species,1318,Streptococcus parasanguinis,Bacteria,152,1.047597763,0.0859,5.055747476
D015212,species,46228,Ruminococcus lactaris,Bacteria,152,0.6079417,0.0801802,1.223741575
D015212,species,1264,Ruminococcus albus,Bacteria,150,0.237913561,0.0160424,0.723009314
D015212,species,446660,Adlercreutzia equolifaciens,Bacteria,148,0.174224792,0.04618,0.298376935
D015212,species,1681,Bifidobacterium bifidum,Bacteria,147,1.221736603,0.160757,3.447563214
D015212,species,105841,Anaerostipes caccae,Bacteria,145,0.058327459,0.0139037,0.170555716
D015212,species,214856,Alistipes finegoldii,Bacteria,145,0.396868608,0.13794,0.741304521
D015212,species,329854,Bacteroides intestinalis,Bacteria,141,0.523275544,0.077352,1.42717505
D015212,species,1343,Streptococcus vestibularis,Bacteria,139,0.112462362,0.0184688,0.392780745
D015212,species,1685,Bifidobacterium breve,Bacteria,139,0.799527434,0.0236014,3.454627465
D015212,species,1689,Bifidobacterium dentium,Bacteria,137,0.543383539,0.0678349,1.573876871
D015212,species,53443,Blautia hydrogenotrophica,Bacteria,137,0.0826469,0.0257235,0.168661183
D015212,species,658087,Lachnospiraceae bacterium 7_1_58FAA,Bacteria,137,0.105359708,0.06465,0.137545235
D015212,species,658089,Lachnospiraceae bacterium 5_1_63FAA,Bacteria,137,0.296599781,0.10834,0.506585874
D015212,species,333367,[Clostridium] asparagiforme,Bacteria,136,0.126369191,0.035965,0.341402576
D015212,species,457412,Ruminococcus sp. 5_1_39BFAA,Bacteria,134,4.585091045,2.950915,4.975160189
D015212,species,29348,[Clostridium] spiroforme,Bacteria,133,0.542978945,0.305201,0.883594305
D015212,species,649756,Anaerostipes hadrus,Bacteria,132,0.284540606,0.079465,0.923048324
D015212,species,43675,Rothia mucilaginosa,Bacteria,130,0.084839088,0.006309045,0.536378208
D015212,species,69825,[Clostridium] indolis,Bacteria,130,0.333863422,0.164117,0.48791895
D015212,species,84026,[Clostridium] methylpentosum,Bacteria,129,0.104545441,0.0335327,0.345926499
D015212,species,351091,Oscillibacter valericigenes,Bacteria,128,0.742509573,0.396577,1.108816234
D015212,species,1303,Streptococcus oralis,Bacteria,127,0.155219381,0.0223022,0.420420791
D015212,species,1515,Ruminiclostridium thermocellum,Bacteria,127,0.244394341,0.0976736,0.487946839
D015212,species,536633,Blautia glucerasea,Bacteria,127,0.594647946,0.135083,1.342670727
D015212,species,39484,Eubacterium desmolans,Bacteria,126,0.203399846,0.111722,0.243676858
D015212,species,33043,Coprococcus eutactus,Bacteria,124,1.249294977,0.0866437,3.426667695
D015212,species,84030,[Clostridium] saccharolyticum,Bacteria,124,0.153572794,0.0953891,0.265935331
D015212,species,1352,Enterococcus faecium,Bacteria,122,0.554758047,0.00954615,2.530310209
D015212,species,291645,Bacteroides nordii,Bacteria,121,0.099674154,0.0228442,0.429693363
D015212,species,28111,Bacteroides eggerthii,Bacteria,120,0.335645316,0.02866015,0.795320564
D015212,species,106588,Pseudoflavonifractor capillosus,Bacteria,119,0.013918819,0.00721558,0.0238177
D015212,species,1686,Bifidobacterium catenulatum,Bacteria,118,0.210395932,0.02676165,0.642497512
D015212,species,341225,[Clostridium] saccharogumia,Bacteria,118,0.165330212,0.04336885,0.284463921
D015212,species,1559,Clostridium tertium,Bacteria,117,0.291657838,0.044701,1.145222075
D015212,species,1735,Holdemanella biformis,Bacteria,117,0.742234703,0.0701083,1.359575302
D015212,species,187327,Acidaminococcus intestini,Bacteria,116,0.715619561,0.03083335,2.532291269
D015212,species,665950,Lachnospiraceae bacterium 3_1_46FAA,Bacteria,116,0.366243103,0.19992,0.49819955
D015212,species,1532,Blautia coccoides,Bacteria,115,0.198859216,0.05763,0.338877845
D015212,species,36847,[Clostridium] neopropionicum,Bacteria,115,0.087305775,0.0441167,0.146128463
D015212,species,288965,[Clostridium] clariflavum,Bacteria,115,0.061382329,0.0213129,0.160348692
D015212,species,310298,Bacteroides coprocola,Bacteria,115,0.812263845,0.0682558,3.162386981
D015212,species,28025,Bifidobacterium animalis,Bacteria,114,0.471549501,0.014385,1.841827619
D015212,species,1465754,Alistipes timonensis,Bacteria,113,0.19712468,0.0594939,0.442460987
D015212,species,1502,Clostridium perfringens,Bacteria,112,0.211038148,0.02008295,0.908425287
D015212,species,1531,[Clostridium] clostridioforme,Bacteria,112,0.384569993,0.045055,1.487941877
D015212,species,28446,[Clostridium] propionicum,Bacteria,111,0.10267277,0.0278774,0.189870488
D015212,species,44749,Sporobacter termitidis,Bacteria,111,0.173089273,0.0497905,0.352121608
D015212,species,397865,Barnesiella viscericola,Bacteria,110,0.939267287,0.332264,1.50128141
D015212,species,876,Desulfovibrio desulfuricans,Bacteria,107,0.040894989,0.00375,0.122349305
D015212,species,1280,Staphylococcus aureus,Bacteria,105,0.01917232,0.00585727,0.05009352
D015212,species,39497,Eubacterium xylanophilum,Bacteria,105,0.062660059,0.0156133,0.098422901
D015212,species,158787,Bifidobacterium scardovii,Bacteria,105,0.05649833,0.0201735,0.146591283
D015212,species,180164,Blautia schinkii,Bacteria,105,0.050604412,0.0209252,0.077208004
D015212,species,328812,Parabacteroides goldsteinii,Bacteria,105,1.287183138,0.046062,6.317464599
D015212,species,573,Klebsiella pneumoniae,Bacteria,103,1.238830685,0.00990105,6.08486781
D015212,species,839,Prevotella ruminicola,Bacteria,103,0.026506894,0.0161358,0.049882349
D015212,species,1307,Streptococcus suis,Bacteria,103,0.029667221,0.00711389,0.050482432
D015212,species,214853,Anaerofustis stercorihominis,Bacteria,103,0.01165732,0.00565451,0.018166129
D015212,species,1660,Actinomyces odontolyticus,Bacteria,102,0.06179455,0.0173473,0.29238551
D015212,species,29370,[Clostridium] sphenoides,Bacteria,102,0.02829869,0.00872426,0.050734209
D015212,species,457421,Clostridiales bacterium 1_7_47FAA,Bacteria,102,0.066061471,0.0196,0.097947517
D015212,species,469610,Burkholderiales bacterium 1_1_47,Bacteria,102,0.362034314,0.16019,0.554979525
D015212,species,1582,Lactobacillus casei,Bacteria,101,0.034629362,0.00622859,0.099377708
D015212,species,454154,Paraprevotella clara,Bacteria,101,0.29542169,0.0157273,0.873018011
D015212,species,29375,[Clostridium] xylanolyticum,Bacteria,100,0.036852459,0.009580995,0.091781018
D015212,species,36745,Clostridium saccharoperbutylacetonicum,Bacteria,100,0.05108077,0.00639371,0.20309499
D015212,species,671267,Bacteroides sartorii,Bacteria,100,0.0294128,0.02376435,0.028009234
D015212,species,1161942,Ruminococcus champanellensis,Bacteria,100,0.194695878,0.03230405,0.426227365
D015212,species,907,Megasphaera elsdenii,Bacteria,99,0.291611476,0.0150551,1.574969939
D015212,species,1265,Ruminococcus flavefaciens,Bacteria,98,0.132646961,0.030605,0.456220859
D015212,species,35785,Clostridium maximum,Bacteria,98,0.015871667,0.005991735,0.024027819
D015212,species,291644,Bacteroides salyersiae,Bacteria,98,0.33832961,0.019047,0.939225235
D015212,species,658657,Erysipelotrichaceae bacterium 21_3,Bacteria,98,0.086353673,0.0104,0.22414453
D015212,species,1522,[Clostridium] innocuum,Bacteria,97,0.030664067,0.01186,0.087507347
D015212,species,1694,Bifidobacterium pseudolongum,Bacteria,97,0.079796724,0.011551,0.347760745
D015212,species,116085,Coprococcus catus,Bacteria,97,0.261109588,0.21056,0.215858906
D015212,species,626937,Christensenella minuta,Bacteria,97,0.098576689,0.0471402,0.241497187
D015212,species,37734,Enterococcus casseliflavus,Bacteria,96,0.525579209,0.005987555,3.272165435
D015212,species,1267,Clostridium ventriculi,Bacteria,95,0.030971471,0.00705268,0.084532644
D015212,species,1338,Streptococcus intermedius,Bacteria,95,0.012126405,0.00325807,0.021221731
D015212,species,1584,Lactobacillus delbrueckii,Bacteria,95,0.245904582,0.00324654,1.9904991
D015212,species,1596,Lactobacillus gasseri,Bacteria,95,0.927496878,0.00366599,6.184366479
D015212,species,29363,Clostridium paraputrificum,Bacteria,95,0.122699671,0.0276797,0.286241374
D015212,species,115979,Bacillus nealsonii,Bacteria,95,0.19890441,0.0453664,0.297174672
D015212,species,1379,Gemella haemolysans,Bacteria,94,0.028021669,0.004620345,0.102728062
D015212,species,28125,Prevotella bivia,Bacteria,94,0.089418543,0.003955905,0.502887487
D015212,species,46124,Granulicatella adiacens,Bacteria,94,0.032376552,0.003759685,0.107181172
D015212,species,358742,[Clostridium] aldenense,Bacteria,94,0.029874618,0.00870217,0.06781131
D015212,species,658085,Lachnospiraceae bacterium 5_1_57FAA,Bacteria,94,0.220075851,0.06014,0.383781498
D015212,species,658655,Lachnospiraceae bacterium 1_4_56FAA,Bacteria,94,0.175519574,0.05402,0.340678733
D015212,species,645466,Anaerostipes butyraticus,Bacteria,93,0.021106596,0.0131552,0.027857896
D015212,species,871324,Bacteroides stercorirosoris,Bacteria,93,0.063567246,0.00740435,0.448457166
D015212,species,1297750,Bacteroides luti,Bacteria,93,0.935767628,0.0741183,3.081941651
D015212,species,28901,Salmonella enterica,Bacteria,92,0.049963082,0.00818172,0.223492502
D015212,species,36835,[Clostridium] colinum,Bacteria,92,0.046755733,0.012612,0.113577756
D015212,species,28135,Prevotella oris,Bacteria,91,1.070355374,0.00855395,6.94898718
D015212,species,29361,Tyzzerella nexilis,Bacteria,91,0.469406084,0.00608,1.451421489
D015212,species,387661,Parabacteroides johnsonii,Bacteria,91,0.341045917,0.0213321,1.854389907
D015212,species,851,Fusobacterium nucleatum,Bacteria,90,0.896758483,0.0155509,4.046360863
D015212,species,31971,[Eubacterium] dolichum,Bacteria,90,0.032596665,0.01158365,0.059022966
D015212,species,33031,Peptoniphilus lacrimalis,Bacteria,90,0.052894142,0.00581721,0.221247334
D015212,species,52226,Mitsuokella multacida,Bacteria,90,0.052443935,0.0102874,0.164658061
D015212,species,133926,Olsenella uli,Bacteria,90,0.20174759,0.00788515,1.20896191
D015212,species,338188,Bacteroides finegoldii,Bacteria,90,1.39569022,0.109347,2.275889469
D015212,species,762212,Bifidobacterium biavatii,Bacteria,90,0.023451383,0.010418,0.033889363
D015212,species,310297,Bacteroides plebeius,Bacteria,89,0.093550676,0.00448149,0.425468759
D015212,species,376804,Bacteroides barnesiae,Bacteria,89,0.057748818,0.00708243,0.335681662
D015212,species,437898,Sutterella parvirubra,Bacteria,89,0.587552166,0.0979706,0.929247411
D015212,species,1630,Kandleria vitulina,Bacteria,88,0.497220945,0.00781862,1.547302811
D015212,species,197614,Streptococcus pasteurianus,Bacteria,88,0.687191507,0.0071792,3.706603638
D015212,species,574375,Bacillus gaemokensis,Bacteria,88,0.068084891,0.004309045,0.227790205
D015212,species,1260,Finegoldia magna,Bacteria,87,0.023395832,0.00362466,0.102625041
D015212,species,1311,Streptococcus agalactiae,Bacteria,87,0.079924986,0.00419657,0.531574933
D015212,species,1598,Lactobacillus reuteri,Bacteria,87,0.055850348,0.00469528,0.301608748
D015212,species,1613,Lactobacillus fermentum,Bacteria,87,0.1344647,0.00390183,0.546209832
D015212,species,35760,Bifidobacterium choerinum,Bacteria,87,0.124952029,0.00504668,0.420236021
D015212,species,133453,Caldilinea aerophila,Bacteria,87,0.012196579,0.0107486,0.007054606
D015212,species,1322,Blautia hansenii,Bacteria,86,0.079133495,0.0339093,0.158523773
D015212,species,1590,Lactobacillus plantarum,Bacteria,86,0.264152679,0.005803395,1.389659056
D015212,species,100884,Coprobacillus cateniformis,Bacteria,86,0.025372653,0.006443915,0.07598889
D015212,species,114702,Actinomyces lingnae,Bacteria,86,0.012141692,0.00761313,0.015674844
D015212,species,167964,Anaerolinea thermophila,Bacteria,86,0.00969935,0.00824078,0.007326872
D015212,species,1671366,Ruminococcus sp. DSM 100440,Bacteria,86,0.031098721,0.004004315,0.092233378
D015212,species,1382,Atopobium parvulum,Bacteria,85,0.059721874,0.00330209,0.285920712
D015212,species,29360,Cellulosilyticum lentocellum,Bacteria,85,0.017683619,0.00533231,0.031263329
D015212,species,155617,Enterococcus moraviensis,Bacteria,85,0.064413209,0.00344346,0.274405067
D015212,species,376806,Bacteroides gallinarum,Bacteria,85,0.041786014,0.0103926,0.197060649
D015212,species,658082,Lachnospiraceae bacterium 2_1_58FAA,Bacteria,85,0.411695176,0.12669,0.695212434
D015212,species,1624,Lactobacillus salivarius,Bacteria,84,0.102775478,0.006266565,0.501836866
D015212,species,47246,[Clostridium] viride,Bacteria,84,0.027933579,0.02133315,0.027147053
D015212,species,143393,[Eubacterium] sulci,Bacteria,84,0.039460114,0.0129503,0.079793958
D015212,species,387090,Bacteroides coprophilus,Bacteria,84,0.152136522,0.00928983,0.488876289
D015212,species,626935,Collinsella tanakaei,Bacteria,84,0.049179162,0.005151915,0.119591329
D015212,species,52787,Anaerofilum pentosovorans,Bacteria,83,0.028700418,0.0100867,0.053801996
D015212,species,102684,Streptococcus infantarius,Bacteria,83,0.173507348,0.00504337,0.704396728
D015212,species,341694,Peptostreptococcus stomatis,Bacteria,83,0.084784461,0.00632631,0.325662934
D015212,species,457402,Eubacterium sp. 3_1_31,Bacteria,83,1.147865783,0.28562,2.366296112
D015212,species,1309,Streptococcus mutans,Bacteria,82,0.042650566,0.005285605,0.160614213
D015212,species,1507,Clostridium sp. ATCC 29733,Bacteria,82,0.008415937,0.00469278,0.011476454
D015212,species,2047,Rothia dentocariosa,Bacteria,81,0.008694292,0.00482893,0.018075524
D015212,species,35517,[Eubacterium] brachy,Bacteria,81,0.013828582,0.00812859,0.022161255
D015212,species,39493,Clostridium tarantellae,Bacteria,81,0.017864884,0.00622859,0.025588686
D015212,species,658086,Lachnospiraceae bacterium 3_1_57FAA_CT1,Bacteria,81,0.14194321,0.01922,0.54359575
D015212,species,45851,Butyrivibrio crossotus,Bacteria,79,0.088381532,0.00485369,0.421396006
D015212,species,309120,Dialister micraerophilus,Bacteria,79,0.172648511,0.00808931,0.485420897
D015212,species,477666,Bacteroides graminisolvens,Bacteria,79,0.015755072,0.012509,0.014017585
D015212,species,1313,Streptococcus pneumoniae,Bacteria,78,0.011655999,0.00378114,0.044023492
D015212,species,33959,Lactobacillus johnsonii,Bacteria,78,0.022923425,0.00886869,0.071809881
D015212,species,589436,Prevotella fusca,Bacteria,78,0.203172914,0.00380049,1.021662363
D015212,species,691816,Bacteroides rodentium,Bacteria,78,0.030512639,0.01354735,0.059209438
D015212,species,1282,Staphylococcus epidermidis,Bacteria,77,0.135505774,0.0190145,0.643102285
D015212,species,147207,Collinsella intestinalis,Bacteria,77,0.045005982,0.00450979,0.124886767
D015212,species,469614,Erysipelotrichaceae bacterium 6_1_45,Bacteria,77,0.057016753,0.00884,0.180356947
D015212,species,626932,Alistipes indistinctus,Bacteria,77,0.143163218,0.0259067,0.423222779
D015212,species,871325,Bacteroides faecichinchillae,Bacteria,77,0.007265726,0.00619502,0.004489803
D015212,species,1504,Clostridium septicum,Bacteria,76,0.121874412,0.0158775,0.710565985
D015212,species,1520,Clostridium beijerinckii,Bacteria,76,0.074233757,0.00919071,0.229536725
D015212,species,840,Prevotella loescheii,Bacteria,75,0.066226936,0.00504668,0.290043271
D015212,species,881,Desulfovibrio vulgaris,Bacteria,75,0.006863664,0.00255004,0.014566507
D015212,species,1599,Lactobacillus sakei,Bacteria,75,0.080783977,0.00413215,0.562406748
D015212,species,28129,Prevotella denticola,Bacteria,75,0.045728181,0.00403663,0.142226073
D015212,species,39483,Faecalitalea cylindroides,Bacteria,75,0.037699485,0.00647469,0.095653264
D015212,species,290053,Bacteroides helcogenes,Bacteria,75,0.008617703,0.00318603,0.019985731
D015212,species,457422,Erysipelotrichaceae bacterium 2_2_44A,Bacteria,75,0.015402267,0.00828,0.020144246
D015212,species,39482,[Eubacterium] contortum,Bacteria,74,0.004972925,0.00279905,0.007297946
D015212,species,78343,Bifidobacterium boum,Bacteria,74,0.021616327,0.00523143,0.051030107
D015212,species,185293,Prevotella oryzae,Bacteria,74,0.032975314,0.00205154,0.130727094
D015212,species,246618,Bifidobacterium thermacidophilum,Bacteria,74,0.015294213,0.004186195,0.051146714
D015212,species,901,Desulfovibrio piger,Bacteria,73,0.070721154,0.0023291,0.20949556
D015212,species,1691,Bifidobacterium indicum,Bacteria,73,0.035613002,0.0127085,0.072479179
D015212,species,38304,Corynebacterium tuberculostearicum,Bacteria,73,0.36732346,0.00532311,3.042120817
D015212,species,61435,Dehalococcoides mccartyi,Bacteria,73,0.009572541,0.00464188,0.015537245
D015212,species,185300,Paludibacter propionicigenes,Bacteria,73,0.04684682,0.0377414,0.044096791
D015212,species,1349,Streptococcus uberis,Bacteria,72,0.019592604,0.004418035,0.044003845
D015212,species,138595,Olsenella profusa,Bacteria,72,0.019131785,0.006285575,0.030898534
D015212,species,228603,Prevotella shahii,Bacteria,72,0.140502398,0.002877455,0.771017041
D015212,species,1404,Bacillus megaterium,Bacteria,71,0.005270338,0.00291221,0.006486658
D015212,species,1510,[Clostridium] stercorarium,Bacteria,71,0.029998073,0.00508037,0.120644671
D015212,species,1579,Lactobacillus acidophilus,Bacteria,71,0.151632505,0.00237761,0.685442529
D015212,species,1656,Actinomyces viscosus,Bacteria,71,0.004517549,0.001833,0.005732773
D015212,species,29385,Staphylococcus saprophyticus,Bacteria,71,0.015731409,0.00467256,0.032507184
D015212,species,39029,Megasphaera cerevisiae,Bacteria,71,0.023289152,0.0021008,0.074325354
D015212,species,40214,Acinetobacter johnsonii,Bacteria,71,0.005449289,0.00212674,0.011624874
D015212,species,47715,Lactobacillus rhamnosus,Bacteria,71,0.156634274,0.00608606,0.810387343
D015212,species,185294,Prevotella paludivivens,Bacteria,71,0.054940519,0.00263695,0.156929863
D015212,species,658081,Lachnospiraceae bacterium 1_1_57FAA,Bacteria,71,0.543713239,0.07576,1.178887943
D015212,species,665951,Lachnospiraceae bacterium 8_1_57FAA,Bacteria,71,0.448672113,0.18243,0.605114823
D015212,species,1121298,Clostridium amylolyticum,Bacteria,71,0.028951089,0.00213289,0.125799153
D015212,species,1755626,Faecalibacterium sp. MC_41,Bacteria,71,7.546845083,6.71141,6.94451473
D015212,species,1428,Bacillus thuringiensis,Bacteria,70,0.010606006,0.007046135,0.02571114
D015212,species,1492,Clostridium butyricum,Bacteria,70,0.414439463,0.0084872,2.58149211
D015212,species,78448,Bifidobacterium pullorum,Bacteria,70,0.014340784,0.003203975,0.041930156
D015212,species,633701,Prevotella saccharolytica,Bacteria,70,0.139881829,0.002202385,0.685620833
D015212,species,983706,Bifidobacterium reuteri,Bacteria,70,0.016384136,0.01042985,0.026012353
D015212,species,847,Oxalobacter formigenes,Bacteria,69,0.011859758,0.00467215,0.018812097
D015212,species,39950,Dialister pneumosintes,Bacteria,69,0.040428787,0.0054055,0.101453808
D015212,species,84109,Slackia exigua,Bacteria,69,0.084648345,0.00450979,0.298604629
D015212,species,650643,Alistipes sp. RMA 9912,Bacteria,69,0.034465695,0.00580788,0.09683389
D015212,species,1328,Streptococcus anginosus,Bacteria,68,0.091114329,0.01011949,0.370245515
D015212,species,33033,Parvimonas micra,Bacteria,68,0.024202079,0.002432875,0.057193391
D015212,species,860,Fusobacterium periodonticum,Bacteria,67,0.044574737,0.00405865,0.18858967
D015212,species,1496,Clostridioides difficile,Bacteria,67,0.077698202,0.00221572,0.262824387
D015212,species,1541,Terrisporobacter mayombei,Bacteria,67,0.010889577,0.00656373,0.013294049
D015212,species,28127,Prevotella buccalis,Bacteria,67,0.036001297,0.0019324,0.214297242
D015212,species,41976,Porphyromonas catoniae,Bacteria,67,0.014188853,0.0099535,0.022677537
D015212,species,100176,Papillibacter cinnamivorans,Bacteria,67,0.011234834,0.00631776,0.015224595
D015212,species,419015,Alloscardovia omnicolens,Bacteria,67,0.010162074,0.00396626,0.015940301
D015212,species,552398,Ruminococcaceae bacterium D16,Bacteria,67,0.24451,0.07156,0.336807871
D015212,species,1078480,Haemophilus sputorum,Bacteria,67,0.024941641,0.00609645,0.059227129
D015212,species,1305,Streptococcus sanguinis,Bacteria,66,0.021830855,0.011725,0.032502707
D015212,species,1655,Actinomyces naeslundii,Bacteria,66,0.00732488,0.003564615,0.013874107
D015212,species,1684,Bifidobacterium asteroides,Bacteria,66,0.006915262,0.00444658,0.007292364
D015212,species,29367,Clostridium puniceum,Bacteria,66,0.028266609,0.00885286,0.103927467
D015212,species,33905,Bifidobacterium thermophilum,Bacteria,66,0.011221768,0.00272439,0.042554191
D015212,species,46206,Pseudobutyrivibrio ruminis,Bacteria,66,0.004078716,0.002715785,0.004249007
D015212,species,166501,Thermobaculum terrenum,Bacteria,66,0.017600895,0.0051206,0.05917408
D015212,species,386414,Prevotella timonensis,Bacteria,66,0.164126946,0.002297225,1.177344156
D015212,species,739,Aggregatibacter segnis,Bacteria,65,0.47986032,0.00351932,2.777806805
D015212,species,29552,Acholeplasma axanthum,Bacteria,65,0.015307253,0.00194393,0.045376708
D015212,species,89014,Blautia luti,Bacteria,65,0.636089816,0.614767,0.486356971
D015212,species,762209,Bifidobacterium callitrichos,Bacteria,65,0.012373182,0.00602174,0.029658907
D015212,species,850,Fusobacterium mortiferum,Bacteria,64,0.049755484,0.006234265,0.249729679
D015212,species,905,Acidaminococcus fermentans,Bacteria,64,0.10951151,0.005622875,0.387985591
D015212,species,1544,[Clostridium] oroticum,Bacteria,64,0.003394951,0.00215158,0.003375004
D015212,species,28112,Tannerella forsythia,Bacteria,64,0.099424656,0.0358472,0.217490538
D015212,species,78257,Bifidobacterium saeculare,Bacteria,64,0.007362891,0.00230876,0.016967575
