phenotype,taxonomy rank level,NCBI taxon id,scientific name,super kingdom,Nr. runs in which the species/genus can be found,mean relative abundance,median relative abundance,SD of relative abundance
D003924,species,358743,[Clostridium] citroniae,Bacteria,241,0.037729041,0.01359,0.07688489
D003924,species,28026,Bifidobacterium pseudocatenulatum,Bacteria,235,1.129824646,0.235332,2.488118975
D003924,species,239935,Akkermansia muciniphila,Bacteria,231,2.685683882,0.49456,5.083765514
D003924,species,291645,Bacteroides nordii,Bacteria,229,0.079735375,0.02519,0.143432638
D003924,species,261299,Intestinibacter bartlettii,Bacteria,224,0.13593257,0.0294356,0.44132797
D003924,species,487175,Parasutterella excrementihominis,Bacteria,220,0.569789459,0.05122705,2.075475631
D003924,species,39492,[Eubacterium] siraeum,Bacteria,218,1.051741218,0.049115,3.42368706
D003924,species,40519,Ruminococcus callidus,Bacteria,218,0.361228673,0.05126515,0.853644184
D003924,species,328812,Parabacteroides goldsteinii,Bacteria,218,0.218326073,0.02365,0.871077656
D003924,species,154046,Hungatella hathewayi,Bacteria,216,0.213347606,0.02173,0.760644301
D003924,species,658089,Lachnospiraceae bacterium 5_1_63FAA,Bacteria,215,0.265499628,0.05578,0.655239108
D003924,species,28111,Bacteroides eggerthii,Bacteria,213,1.35613894,0.0689713,4.071280265
D003924,species,1680,Bifidobacterium adolescentis,Bacteria,209,1.900840177,0.314878,4.753740508
D003924,species,1343,Streptococcus vestibularis,Bacteria,208,0.283588082,0.02249555,1.396532443
D003924,species,626932,Alistipes indistinctus,Bacteria,207,0.25794374,0.03568,0.747044062
D003924,species,46228,Ruminococcus lactaris,Bacteria,205,0.522952108,0.058833,1.052362183
D003924,species,729,Haemophilus parainfluenzae,Bacteria,203,0.323786579,0.03124,0.914853945
D003924,species,658087,Lachnospiraceae bacterium 7_1_58FAA,Bacteria,203,0.042328818,0.01792,0.070126306
D003924,species,387661,Parabacteroides johnsonii,Bacteria,202,0.23979088,0.03736955,0.528451651
D003924,species,84112,Eggerthella lenta,Bacteria,199,0.039633941,0.0059805,0.156831227
D003924,species,1547,Erysipelatoclostridium ramosum,Bacteria,196,0.06412501,0.0102755,0.201494404
D003924,species,28037,Streptococcus mitis,Bacteria,195,0.051070384,0.0127299,0.098861324
D003924,species,310298,Bacteroides coprocola,Bacteria,189,2.644150996,0.0556851,6.281693671
D003924,species,876,Desulfovibrio desulfuricans,Bacteria,186,0.187143154,0.01373555,0.904538257
D003924,species,291644,Bacteroides salyersiae,Bacteria,185,0.494283755,0.1139,1.029551033
D003924,species,218538,Dialister invisus,Bacteria,184,2.991612597,1.26108,4.751083192
D003924,species,1308,Streptococcus thermophilus,Bacteria,179,0.223183828,0.0319559,0.576487927
D003924,species,454154,Paraprevotella clara,Bacteria,178,0.476820955,0.166665,0.873388569
D003924,species,1318,Streptococcus parasanguinis,Bacteria,176,0.234728636,0.041055,0.731133983
D003924,species,573,Klebsiella pneumoniae,Bacteria,172,1.023982008,0.05713,3.069909554
D003924,species,39778,Veillonella dispar,Bacteria,172,0.135016865,0.0148179,0.592763813
D003924,species,338188,Bacteroides finegoldii,Bacteria,172,0.61127811,0.0337453,1.869188288
D003924,species,187327,Acidaminococcus intestini,Bacteria,171,0.687051581,0.0317486,1.683724132
D003924,species,39777,Veillonella atypica,Bacteria,170,0.049258318,0.006705,0.141816789
D003924,species,292800,Flavonifractor plautii,Bacteria,170,0.082487399,0.029335,0.153411092
D003924,species,649756,Anaerostipes hadrus,Bacteria,170,0.134529059,0.022675,0.347101156
D003924,species,1735,Holdemanella biformis,Bacteria,169,0.919499781,0.283388,1.644558609
D003924,species,310297,Bacteroides plebeius,Bacteria,168,2.471876936,0.152555,5.063403399
D003924,species,1264,Ruminococcus albus,Bacteria,166,0.056411038,0.00749,0.182725462
D003924,species,665950,Lachnospiraceae bacterium 3_1_46FAA,Bacteria,162,0.18988821,0.058535,0.391060304
D003924,species,658081,Lachnospiraceae bacterium 1_1_57FAA,Bacteria,160,0.543559,0.174875,1.000702633
D003924,species,116085,Coprococcus catus,Bacteria,159,0.294888239,0.15739,0.341116174
D003924,species,1328,Streptococcus anginosus,Bacteria,157,0.049762894,0.00776456,0.224294785
D003924,species,1681,Bifidobacterium bifidum,Bacteria,154,0.450669623,0.048802,1.160075049
D003924,species,457421,Clostridiales bacterium 1_7_47FAA,Bacteria,153,0.045845033,0.01745,0.128800605
D003924,species,1686,Bifidobacterium catenulatum,Bacteria,151,0.137365733,0.0282857,0.435700964
D003924,species,1660,Actinomyces odontolyticus,Bacteria,150,0.012593117,0.005402075,0.01834547
D003924,species,333367,[Clostridium] asparagiforme,Bacteria,149,0.072472617,0.03116,0.134582177
D003924,species,53443,Blautia hydrogenotrophica,Bacteria,147,0.030690486,0.00775,0.064634534
D003924,species,457412,Ruminococcus sp. 5_1_39BFAA,Bacteria,144,2.623657569,1.022155,3.543896646
D003924,species,46124,Granulicatella adiacens,Bacteria,141,0.008638527,0.00331,0.014772683
D003924,species,674529,Bacteroides faecis,Bacteria,141,0.158688085,0.0088,0.766087551
D003924,species,446660,Adlercreutzia equolifaciens,Bacteria,139,0.112431151,0.04658,0.174770419
D003924,species,471189,Gordonibacter pamelaeae,Bacteria,139,0.02696338,0.00938,0.046197307
D003924,species,1522,[Clostridium] innocuum,Bacteria,138,0.017976051,0.00709,0.041237893
D003924,species,28125,Prevotella bivia,Bacteria,135,0.366854474,0.0170184,1.033508094
D003924,species,1689,Bifidobacterium dentium,Bacteria,134,0.071583378,0.0109698,0.136609848
D003924,species,84026,[Clostridium] methylpentosum,Bacteria,134,0.10625169,0.0264298,0.188900093
D003924,species,658082,Lachnospiraceae bacterium 2_1_58FAA,Bacteria,134,0.262503731,0.038295,0.68060172
D003924,species,1685,Bifidobacterium breve,Bacteria,131,1.632665612,0.0332005,6.818490085
D003924,species,52226,Mitsuokella multacida,Bacteria,130,0.347695612,0.0283834,1.193892311
D003924,species,1265,Ruminococcus flavefaciens,Bacteria,128,0.018871399,0.005585,0.032993962
D003924,species,1515,Ruminiclostridium thermocellum,Bacteria,127,0.237809881,0.0334547,0.797159289
D003924,species,69825,[Clostridium] indolis,Bacteria,127,0.187730426,0.097973,0.262715336
D003924,species,113107,Streptococcus australis,Bacteria,127,0.022320945,0.01279,0.029785915
D003924,species,351091,Oscillibacter valericigenes,Bacteria,127,0.977004131,0.416399,1.704236689
D003924,species,847,Oxalobacter formigenes,Bacteria,126,0.077350228,0.02113,0.12702844
D003924,species,1532,Blautia coccoides,Bacteria,126,0.017223804,0.0103691,0.024529239
D003924,species,33035,Blautia producta,Bacteria,126,0.052647955,0.016075,0.144074962
D003924,species,905,Acidaminococcus fermentans,Bacteria,125,0.488440099,0.0533474,1.294106884
D003924,species,1118061,Alistipes obesi,Bacteria,125,0.39830272,0.13452,0.660995464
D003924,species,1305,Streptococcus sanguinis,Bacteria,124,0.026954125,0.006445,0.123706211
D003924,species,1303,Streptococcus oralis,Bacteria,123,0.158797647,0.0202412,0.447625277
D003924,species,39484,Eubacterium desmolans,Bacteria,123,0.106221377,0.0592006,0.182349763
D003924,species,43675,Rothia mucilaginosa,Bacteria,123,0.021457293,0.00372485,0.085184947
D003924,species,84030,[Clostridium] saccharolyticum,Bacteria,123,0.102721299,0.0520591,0.178149005
D003924,species,29348,[Clostridium] spiroforme,Bacteria,122,0.11673393,0.0279988,0.230712368
D003924,species,1559,Clostridium tertium,Bacteria,121,0.064835759,0.0282837,0.125423018
D003924,species,397865,Barnesiella viscericola,Bacteria,121,0.277942759,0.101795,0.62321544
D003924,species,1288121,Alistipes senegalensis,Bacteria,121,0.037592975,0.01904,0.049262751
D003924,species,36847,[Clostridium] neopropionicum,Bacteria,120,0.108511247,0.0310327,0.183015614
D003924,species,901,Desulfovibrio piger,Bacteria,119,0.435644028,0.0817662,0.984498353
D003924,species,907,Megasphaera elsdenii,Bacteria,119,5.131189254,0.688852,9.367520519
D003924,species,44749,Sporobacter termitidis,Bacteria,119,0.268865583,0.0378727,1.313232437
D003924,species,1297750,Bacteroides luti,Bacteria,119,1.328697102,0.411478,1.810983584
D003924,species,28446,[Clostridium] propionicum,Bacteria,117,0.048785186,0.0231144,0.079346653
D003924,species,288965,[Clostridium] clariflavum,Bacteria,117,0.041171022,0.0108284,0.12085195
D003924,species,626937,Christensenella minuta,Bacteria,117,0.067068634,0.0150811,0.125969396
D003924,species,691816,Bacteroides rodentium,Bacteria,117,0.023392755,0.00955878,0.076282665
D003924,species,1465754,Alistipes timonensis,Bacteria,115,0.288903584,0.0455381,1.263622919
D003924,species,1531,[Clostridium] clostridioforme,Bacteria,114,0.3890607,0.01054,2.079429542
D003924,species,376804,Bacteroides barnesiae,Bacteria,114,0.194607727,0.0174555,0.702115051
D003924,species,387090,Bacteroides coprophilus,Bacteria,114,1.016503769,0.00937212,3.768268922
D003924,species,1502,Clostridium perfringens,Bacteria,113,0.043267597,0.00378544,0.182588551
D003924,species,2173,Methanobrevibacter smithii,Archaea,112,1.196237038,0.089875,2.931718048
D003924,species,437898,Sutterella parvirubra,Bacteria,112,0.269084205,0.04365895,0.655042591
D003924,species,457422,Erysipelotrichaceae bacterium 2_2_44A,Bacteria,112,0.024613661,0.005715,0.075833953
D003924,species,487174,Barnesiella intestinihominis,Bacteria,112,0.950516339,0.561805,0.994132127
D003924,species,106588,Pseudoflavonifractor capillosus,Bacteria,110,0.008345271,0.003677815,0.015292277
D003924,species,102148,Solobacterium moorei,Bacteria,109,0.031221247,0.00605,0.100833673
D003924,species,29363,Clostridium paraputrificum,Bacteria,108,0.027554533,0.00471262,0.112140549
D003924,species,29375,[Clostridium] xylanolyticum,Bacteria,108,0.075744929,0.0124852,0.236571053
D003924,species,47246,[Clostridium] viride,Bacteria,108,0.037420934,0.00947316,0.067161062
D003924,species,341225,[Clostridium] saccharogumia,Bacteria,108,0.039136324,0.02046695,0.055779859
D003924,species,454155,Paraprevotella xylaniphila,Bacteria,108,0.099431996,0.00732,0.331720252
D003924,species,871324,Bacteroides stercorirosoris,Bacteria,108,0.03790212,0.0108443,0.145648295
D003924,species,1624,Lactobacillus salivarius,Bacteria,107,0.254651724,0.00870722,1.073060016
D003924,species,33043,Coprococcus eutactus,Bacteria,107,0.4513657,0.0126769,2.726642465
D003924,species,633701,Prevotella saccharolytica,Bacteria,107,1.038817365,0.10913,2.760625457
D003924,species,658655,Lachnospiraceae bacterium 1_4_56FAA,Bacteria,107,0.108705421,0.03794,0.168062587
D003924,species,29347,[Clostridium] scindens,Bacteria,106,0.018383064,0.007175185,0.037395566
D003924,species,658086,Lachnospiraceae bacterium 3_1_57FAA_CT1,Bacteria,106,0.158376887,0.018415,0.445476975
D003924,species,143393,[Eubacterium] sulci,Bacteria,105,0.031456083,0.00503069,0.077881222
D003924,species,1379,Gemella haemolysans,Bacteria,103,0.007766247,0.00317257,0.01986385
D003924,species,228603,Prevotella shahii,Bacteria,103,0.663272606,0.0401975,1.344249108
D003924,species,536633,Blautia glucerasea,Bacteria,103,0.022348512,0.0124699,0.029919665
D003924,species,762212,Bifidobacterium biavatii,Bacteria,103,0.072776786,0.0124181,0.228491667
D003924,species,1161942,Ruminococcus champanellensis,Bacteria,103,0.101500177,0.0109123,0.263333015
D003924,species,1307,Streptococcus suis,Bacteria,102,0.02109557,0.00823381,0.035536907
D003924,species,1352,Enterococcus faecium,Bacteria,102,0.101826731,0.005923435,0.405700506
D003924,species,197614,Streptococcus pasteurianus,Bacteria,102,0.084842346,0.004460035,0.339292871
D003924,species,1596,Lactobacillus gasseri,Bacteria,101,0.252268304,0.0111555,1.383669985
D003924,species,1623,Lactobacillus ruminis,Bacteria,101,1.896642396,0.122499,6.479748304
D003924,species,1309,Streptococcus mutans,Bacteria,100,0.067580058,0.00519843,0.232682681
D003924,species,115979,Bacillus nealsonii,Bacteria,100,0.012850933,0.00929752,0.011372207
D003924,species,469614,Erysipelotrichaceae bacterium 6_1_45,Bacteria,100,0.0274458,0.007665,0.084447573
D003924,species,477666,Bacteroides graminisolvens,Bacteria,99,0.007300928,0.00534845,0.006546192
D003924,species,1358,Lactococcus lactis,Bacteria,98,0.041713846,0.007463855,0.142305128
D003924,species,1302,Streptococcus gordonii,Bacteria,96,0.021594277,0.007225,0.03982019
D003924,species,28135,Prevotella oris,Bacteria,96,0.840891761,0.02013775,2.672296137
D003924,species,626931,Bacteroides oleiciplenus,Bacteria,96,0.014192701,0.001815,0.041319905
D003924,species,39950,Dialister pneumosintes,Bacteria,95,0.133012273,0.0467235,0.239728751
D003924,species,589436,Prevotella fusca,Bacteria,95,0.279798712,0.0234564,1.395774784
D003924,species,839,Prevotella ruminicola,Bacteria,94,0.030971955,0.0119619,0.040656008
D003924,species,1267,Clostridium ventriculi,Bacteria,94,0.018135868,0.00501214,0.036286341
D003924,species,1630,Kandleria vitulina,Bacteria,94,0.749675945,0.08559235,2.334344509
D003924,species,1694,Bifidobacterium pseudolongum,Bacteria,94,0.219325809,0.05530105,0.384576502
D003924,species,469610,Burkholderiales bacterium 1_1_47,Bacteria,94,0.163291915,0.055715,0.425043442
D003924,species,1510,[Clostridium] stercorarium,Bacteria,92,0.017203298,0.003695105,0.069673062
D003924,species,1691,Bifidobacterium indicum,Bacteria,92,0.009368597,0.00538132,0.013016055
D003924,species,158787,Bifidobacterium scardovii,Bacteria,92,0.049199702,0.02230345,0.070352558
D003924,species,180311,Hespellia stercorisuis,Bacteria,92,0.019040334,0.009790535,0.025306097
D003924,species,881,Desulfovibrio vulgaris,Bacteria,91,0.009773531,0.00365089,0.014430341
D003924,species,28136,Prevotella oulorum,Bacteria,91,0.17247364,0.0101636,0.627790838
D003924,species,100884,Coprobacillus cateniformis,Bacteria,90,0.149697526,0.00405787,0.660445358
D003924,species,28129,Prevotella denticola,Bacteria,89,0.032571003,0.00827956,0.113418892
D003924,species,39497,Eubacterium xylanophilum,Bacteria,89,0.0193355,0.00782888,0.043355703
D003924,species,52787,Anaerofilum pentosovorans,Bacteria,89,0.014620501,0.00676521,0.031075967
D003924,species,552398,Ruminococcaceae bacterium D16,Bacteria,88,0.191459205,0.008065,0.646067277
D003924,species,645466,Anaerostipes butyraticus,Bacteria,88,0.00936945,0.005035745,0.012826063
D003924,species,36835,[Clostridium] colinum,Bacteria,87,0.016218941,0.00201827,0.038109035
D003924,species,185294,Prevotella paludivivens,Bacteria,87,0.10847873,0.0339109,0.179592633
D003924,species,589437,Prevotella scopos,Bacteria,87,0.032943458,0.0061222,0.080543774
D003924,species,626929,Bacteroides clarus,Bacteria,87,0.253684943,0.03379,0.73326905
D003924,species,78343,Bifidobacterium boum,Bacteria,86,0.025529261,0.006753345,0.081035603
D003924,species,29361,Tyzzerella nexilis,Bacteria,84,0.634242619,0.170595,1.177235301
D003924,species,36745,Clostridium saccharoperbutylacetonicum,Bacteria,84,0.012002243,0.006326125,0.016194298
D003924,species,39483,Faecalitalea cylindroides,Bacteria,84,0.11081826,0.046116,0.187294265
D003924,species,358742,[Clostridium] aldenense,Bacteria,84,0.012691782,0.003825535,0.028837451
D003924,species,840,Prevotella loescheii,Bacteria,83,0.032637688,0.0156188,0.046809719
D003924,species,1338,Streptococcus intermedius,Bacteria,83,0.005233071,0.00254573,0.009496644
D003924,species,35517,[Eubacterium] brachy,Bacteria,83,0.008246936,0.00260627,0.016345492
D003924,species,133926,Olsenella uli,Bacteria,83,0.03086004,0.0115969,0.050986685
D003924,species,671267,Bacteroides sartorii,Bacteria,83,0.011082361,0.00357219,0.039184131
D003924,species,1382,Atopobium parvulum,Bacteria,82,0.009348894,0.0028,0.031711636
D003924,species,35785,Clostridium maximum,Bacteria,82,0.06019918,0.0107808,0.118027556
D003924,species,37734,Enterococcus casseliflavus,Bacteria,82,0.021056007,0.002683385,0.083873246
D003924,species,28025,Bifidobacterium animalis,Bacteria,81,0.063715529,0.01259,0.277022361
D003924,species,33959,Lactobacillus johnsonii,Bacteria,81,0.380647836,0.00714439,1.682457248
D003924,species,35760,Bifidobacterium choerinum,Bacteria,81,0.271156383,0.0614931,0.443856497
D003924,species,658657,Erysipelotrichaceae bacterium 21_3,Bacteria,81,0.042034568,0.0048,0.209550987
D003924,species,623,Shigella flexneri,Bacteria,80,0.010256548,0.004513665,0.01528156
D003924,species,41976,Porphyromonas catoniae,Bacteria,80,0.004121952,0.002267625,0.005757505
D003924,species,45851,Butyrivibrio crossotus,Bacteria,80,1.136718104,0.00598824,3.609778455
D003924,species,105841,Anaerostipes caccae,Bacteria,80,0.029569481,0.001315545,0.175075762
D003924,species,114702,Actinomyces lingnae,Bacteria,80,0.005083874,0.002367395,0.006179154
D003924,species,376806,Bacteroides gallinarum,Bacteria,80,0.005138724,0.00264745,0.00908605
D003924,species,386414,Prevotella timonensis,Bacteria,80,0.023771732,0.00277362,0.097860258
D003924,species,1121298,Clostridium amylolyticum,Bacteria,80,0.00497583,0.00193106,0.007904496
D003924,species,28127,Prevotella buccalis,Bacteria,79,0.012075299,0.00337369,0.050025283
D003924,species,102684,Streptococcus infantarius,Bacteria,79,0.028903276,0.00338788,0.090395857
D003924,species,1584,Lactobacillus delbrueckii,Bacteria,78,0.226642998,0.00645522,1.075680517
D003924,species,185293,Prevotella oryzae,Bacteria,78,0.027222694,0.00655926,0.107768774
D003924,species,1311,Streptococcus agalactiae,Bacteria,77,0.009545913,0.00199974,0.030888449
D003924,species,1605,Lactobacillus animalis,Bacteria,77,0.162228986,0.00348032,1.104068027
D003924,species,77768,Prevotella albensis,Bacteria,77,0.012739452,0.00431335,0.020477639
D003924,species,147207,Collinsella intestinalis,Bacteria,77,0.110029444,0.00435134,0.350423397
D003924,species,185300,Paludibacter propionicigenes,Bacteria,77,0.00462476,0.00198945,0.008628115
D003924,species,544644,Butyricimonas synergistica,Bacteria,77,0.02283974,0.00528,0.069476934
D003924,species,309120,Dialister micraerophilus,Bacteria,76,0.318877381,0.0577145,0.698460344
D003924,species,983706,Bifidobacterium reuteri,Bacteria,76,0.010262771,0.005163115,0.013604299
D003924,species,1070699,Clostridiaceae bacterium JC118,Bacteria,76,0.039355,0.017545,0.072041723
D003924,species,1684,Bifidobacterium asteroides,Bacteria,75,0.010727031,0.00399821,0.017820075
D003924,species,97478,Lactobacillus mucosae,Bacteria,75,0.522635941,0.08015,1.000949492
D003924,species,103892,Veillonella ratti,Bacteria,75,0.712315605,0.00979163,3.388080638
D003924,species,1507,Clostridium sp. ATCC 29733,Bacteria,74,0.0138961,0.004932995,0.027178814
D003924,species,1590,Lactobacillus plantarum,Bacteria,74,0.04239641,0.00278,0.242805159
D003924,species,137732,Granulicatella elegans,Bacteria,74,0.002337082,0.001268755,0.003478752
D003924,species,419005,Prevotella amnii,Bacteria,74,0.049807595,0.00530125,0.125201485
D003924,species,762211,Bifidobacterium stellenboschense,Bacteria,74,0.007110088,0.0041308,0.010218057
D003924,species,1633,Lactobacillus vaginalis,Bacteria,73,0.127414412,0.00551,0.714807687
D003924,species,68892,Streptococcus infantis,Bacteria,73,0.018961507,0.00636,0.044626833
D003924,species,246618,Bifidobacterium thermacidophilum,Bacteria,73,0.079348502,0.0315995,0.115444622
D003924,species,626935,Collinsella tanakaei,Bacteria,73,0.252453209,0.00998602,1.128596993
D003924,species,638849,Pyramidobacter piscolens,Bacteria,73,0.104273599,0.00137092,0.344234373
D003924,species,1280,Staphylococcus aureus,Bacteria,72,0.015216442,0.002198455,0.034945618
D003924,species,28126,Prevotella buccae,Bacteria,72,0.044872978,0.00640038,0.16958645
D003924,species,502558,Eggerthella sp. YY7918,Bacteria,72,0.010459108,0.003656505,0.018990863
D003924,species,649724,Clostridium sp. ATCC BAA-442,Bacteria,72,0.231945832,0.00369793,0.656892844
D003924,species,871325,Bacteroides faecichinchillae,Bacteria,72,0.004070765,0.002642385,0.004915069
D003924,species,550,Enterobacter cloacae,Bacteria,71,0.42947598,0.02116,1.528735432
D003924,species,1504,Clostridium septicum,Bacteria,71,0.022566476,0.00168189,0.07918983
D003924,species,33905,Bifidobacterium thermophilum,Bacteria,71,0.022581751,0.00934783,0.031404648
D003924,species,44742,Desulfovibrio fairfieldensis,Bacteria,71,0.013050511,0.00272187,0.041549504
D003924,species,46206,Pseudobutyrivibrio ruminis,Bacteria,71,0.010098062,0.00211193,0.020644676
D003924,species,133453,Caldilinea aerophila,Bacteria,71,0.00785956,0.00251912,0.019595626
D003924,species,851,Fusobacterium nucleatum,Bacteria,70,0.028158951,0.00262249,0.136474853
D003924,species,33031,Peptoniphilus lacrimalis,Bacteria,70,0.047942767,0.00656133,0.236543289
D003924,species,78342,Bifidobacterium gallicum,Bacteria,70,0.248080051,0.09340995,0.399788308
D003924,species,100176,Papillibacter cinnamivorans,Bacteria,70,0.010433209,0.00123569,0.037420495
D003924,species,77095,Prevotella bryantii,Bacteria,69,0.082623901,0.00699233,0.289120295
D003924,species,156456,Anaeroglobus geminatus,Bacteria,69,0.04400922,0.00216274,0.29136374
D003924,species,158847,Megamonas hypermegale,Bacteria,69,0.787220536,0.16426,1.273867142
D003924,species,228604,Prevotella salivae,Bacteria,69,0.448645136,0.00434315,1.169906215
D003924,species,290053,Bacteroides helcogenes,Bacteria,69,0.009817757,0.00392141,0.018198645
D003924,species,1613,Lactobacillus fermentum,Bacteria,68,0.101404496,0.004110445,0.35692681
D003924,species,1747,Propionibacterium acnes,Bacteria,68,0.025560117,0.003254555,0.063242035
D003924,species,36849,Oxobacter pfennigii,Bacteria,68,0.003343841,0.002284585,0.00360785
D003924,species,39029,Megasphaera cerevisiae,Bacteria,68,0.067836352,0.0319288,0.119860823
D003924,species,40545,Sutterella wadsworthensis,Bacteria,68,0.476406765,0.151875,0.806628403
D003924,species,180164,Blautia schinkii,Bacteria,68,0.009612189,0.005423045,0.012598511
D003924,species,310514,Prevotella multisaccharivorax,Bacteria,68,0.468500084,0.00995013,1.359199827
D003924,species,1520,Clostridium beijerinckii,Bacteria,67,0.009085683,0.00319857,0.036352889
D003924,species,28130,Prevotella disiens,Bacteria,67,0.091658975,0.00635,0.566835425
D003924,species,39493,Clostridium tarantellae,Bacteria,67,0.008456514,0.00493218,0.011448431
D003924,species,214851,Subdoligranulum variabile,Bacteria,67,0.006976904,0.00443,0.007834233
D003924,species,1349,Streptococcus uberis,Bacteria,66,0.004452102,0.002519675,0.006018699
D003924,species,1402,Bacillus licheniformis,Bacteria,66,0.002968453,0.00145619,0.00415935
D003924,species,1428,Bacillus thuringiensis,Bacteria,66,0.06391348,0.0054704,0.186962958
D003924,species,28901,Salmonella enterica,Bacteria,66,0.015087349,0.00481583,0.037025297
D003924,species,89014,Blautia luti,Bacteria,66,0.10656487,0.081639,0.080231562
D003924,species,146919,Salinibacter ruber,Bacteria,66,0.001718327,0.000822624,0.00206568
D003924,species,1582,Lactobacillus casei,Bacteria,65,0.018088067,0.00646443,0.043103985
D003924,species,28112,Tannerella forsythia,Bacteria,65,0.003570227,0.00128277,0.004357036
D003924,species,28447,Clavibacter michiganensis,Bacteria,65,0.104385477,0.0172275,0.18939232
D003924,species,31971,[Eubacterium] dolichum,Bacteria,65,0.086842022,0.01511,0.191005903
D003924,species,78448,Bifidobacterium pullorum,Bacteria,65,0.021415991,0.0102049,0.030097549
D003924,species,167964,Anaerolinea thermophila,Bacteria,65,0.016427049,0.00283545,0.052259912
D003924,species,214853,Anaerofustis stercorihominis,Bacteria,65,0.007625664,0.00117507,0.022685758
